rok,miasto,nazwa,sentence
2019,KATOWICE,VI  Biblioteka przyjazna dzieciom  doposażenie działu dzieciecego filii nr  Miejskiej Biblioteki Publicznej W Katowicach. Zakup materiałów plastycznych pomocy i nagród na zajecia Z dziecmi,biblioteka dziecko doposażyć dział zakup materiał plastyczny pomoc nagroda
2019,KATOWICE,VI  Ogrodzenie istniejacego placu zabaw uzupelnienie dodatkowymi urządzeniami zabawowym dla dzieci W wieku  lat ławkami i koszami na smieci,ogrodzić plac zabawić dodatkowy zabawowy dziecko wiek ławka kosz
2019,KATOWICE,VI  Rewitalizacja zieleni traw krzewów kwiatów W miejscach gdzie to jeszcze mozliwe wzdluz ulicy Fitelberga,rewitalizacja zielony trawa krzew kwiat
2019,KATOWICE,VI  Montaz luster drogowych nietlukacych,drogowy
2019,KATOWICE,VI  Biblioteka  wazny przystanek na Twojej mapie,biblioteka przystanek mapa
2019,KATOWICE,VI  Wyposazenie dla Klubu Dzielnicowego  na potrzeby mieszkanców JP nr ,potrzeba
2019,KATOWICE,VI  Integracja i aktywizacja srodowiska lokalnego JP nr ,integracja aktywizacja
2019,KATOWICE,VI  Naprawa chodnika przy ul. Skowronków pomiedzy ulica Jemiołuszek a ulica Drozdów,naprawa chodnik skowronek
2019,KATOWICE,VI  Zagospodarowanie i modernizacja przestrzeni osiedlowych. Uzyskanie dodatkowych miejsc postojowych na terenie osiedli Zakole i Kokociniec W dzielnicy LigotaPanewniki,zagospodarować modernizacja uzyskać dodatkowy osieść
2019,KATOWICE,VI  Strefa gier i zabaw  Kokociniec  strefa edukacji i rozrywki dla dzieci W jednym miejscu,gra zabawić edukacja rozrywka dziecko
2019,KATOWICE,VI  Plac zabaw bez barier. Wyposazenie i dostosowanie do potrzeb osób Z niepetnosprawnosciami placu zabaw przy SP  W Katowicach,plac zabawić bariera dostosować potrzeb osoba plac zabawić
2019,KATOWICE,VI  Psi Park  Ligota stwórzmy na terenie zielonym około  m wybieg dla psów,psi stworzyć zielony wybieg pies
2019,KATOWICE,VI  Remont istniejacych chodników przy ul. Jutrzenki  Uroczej  oraz budowa nowych miejsc parkingowych przy ul. Szafirowej,remont chodnik jutrzenka budowa parkingowy szafirowy
2019,KATOWICE,VI  Remont ogrodzenia przy Miejskim Przedszkolu nr  zabezpieczającego Zielony przedszkolny ogród pełny marzen,remont zabezpieczać przedszkolny ogród pełny
2019,KATOWICE,VI  Kraina Zabawy  ogólnodostępny plac zabaw przy Miejskim Przedszkolu nr ,kraina plac zabawić
2019,KATOWICE,VI  Psi wybieg miejsce przyjazne ludziom i psom w rejonie ulic WczasowaBieszczadzka,psi wybieg człowiek pies
2019,KATOWICE,VI  Zakup nowosci wydawniczych dla Filii nr  Miejskiej Biblioteki Publicznej W Katowicach ul. Studencka ,zakup wydawniczy studencki
2019,KATOWICE,VI  II Muzyka Marzen na Zakolu,muzyka
2019,KATOWICE,VI  CZAS NA CZYTANIE Zakup ksiazek komiksów mang i audiobooków dla Filii nr i Mlodziezowe BP,czytać komiks manga audiobook
2019,KATOWICE,VI  SKOLOWANA LIGA  oznakowanie jezdni znakiem P wskazujace tor ruchu roweru dla poprawy bezpieczenstwa dzieci i podrozujacych ulica Panewnicka i Piotrowicka,ligać oznakować jezdnia znak tor ruch rower poprawa dziecko
2019,KATOWICE,VI  Zwiększenie bezpieczenstwa W rejonie Zakonu Franciszkanów poprzez zakup monitoringu i oswietlenia,zwiększyć zakup monitoring
2019,KATOWICE,VI  Ogrodzony wybieg dla psów,ogrodzić wybieg pies
2019,KATOWICE,VI  Wykonanie dodatkowych miejsc parkingowych przy ul. Piotrowickiej,dodatkowy parkingowy
2019,KATOWICE,VI  Senior na fali  cykliczne zajecia dla seniorów,senior fala senior
2019,KATOWICE,VI  Wirtualna Parafia W Panewnikach jako promocja kultury i sztuki religijnej oraz rozwój dzialalnosci charytatywnej,wirtualny promocja kultura sztuk religijny rozwój charytatywny
2019,KATOWICE,VI  Remont nawierzchni dróg osiedlowych wraz Z budowa miejsc postojowych W rejonie budynków mieszkalnych przy ul. Gliwickiej    oraz Janasa aia,remont nawierzchnia budowa budynek mieszkalny gliwicki
2019,KATOWICE,VI  Wyposazenie Ateńskich Przedszkoli MP   i ,
2019,KATOWICE,VI  Park Mościckiego,park
2019,KATOWICE,VI  Kapitalny remont zużytej nawierzchni asfaltowej i modernizacja miejsc postojowych przed budynkami przy ul. Gliwickiej  i Wiśniowej a W Katowicach,kapitalny remont zużyty nawierzchnia asfaltowy modernizacja budynek gliwicki
2019,KATOWICE,VI  ZIELONA NARUTOWICZA. Rewitalizacja ulicy oraz remont nawierzchni i chodników wzdluz ulicy Gabriela Narutowicza odcinek od skrzyzowania Z ulica Pawła Pośpiecha do skrzyzowania Z ulica Wojciecha Bogusławskiego,zielony rewitalizacja remont nawierzchnia chodnik
2019,KATOWICE,VI  Zagospodarowanie terenu W rejonie ul.  Sierpnia  zielen mini plac zabaw parking,zagospodarować sierpień plac zabawić parking
2019,KATOWICE,VI  IV Dni Zatem  Festyn Rodzinny,
2019,KATOWICE,VI  Scena modułowa dla placówek ateńskich,scena modułowy placówka ateński
2019,KATOWICE,VI  Osiedlowa Strefa Aktywności  przebudowa Skweru Karlika Z Kolendra,przebudowa
2019,KATOWICE,VI  LOOK   Dom Kultury na Witosa ,
2019,KATOWICE,VI  Naprawa i renowacja ogólnodostępnych boisk przy Szkole Podstawowej nr  im. Stanisława Ligonia W Katowicach przy ulicy W. Witosa ,naprawa renowacja
2019,KATOWICE,VI  Zielony szlak rowerowy,zielony szlak rowerowy
2019,KATOWICE,VI  Poznajemy swiat zmysłami  kompleksowe wyposazenie sali relaksacyjnej dla dzieci Z zaburzeniami integracji sensorycznej,poznawać zmysł kompleksowy relaksacyjny dziecko zaburzenia integracja
2019,KATOWICE,VI  Budowa stacji rowerów miejskich przy skrzyzowaniu ulicy Obroni i Witosa,budowa rower
2019,KATOWICE,VI  Nowosci ksiazkowe i audiobooki,audiobook
2019,KATOWICE,VI  Spotkania autorskie i podróżnicze,spotkać autorski podróżniczy
2019,KATOWICE,VI  Budowa i remont chodników na Osiedlu Tysiaclecia,budowa remont chodnik
2019,KATOWICE,VI  Przedszkolaka krok ku bezpiecznej przyszlosci  doposażenie miejskich przedszkoli nr     na Osiedlu Tysiaclecia,przedszkolak krok bezpieczny doposażyć
2019,KATOWICE,VI  Strefa aktywnosci i wypoczynku przy Szkole Podstawowej nr  W Katowicach  plac zabaw matki gaj oraz dwie drewniane altany,wypoczynek plac zabawić matka gaj drewniany altana
2019,KATOWICE,VI  Dostosowanie czesci ciągów komunikacyjnych do bezpiecznego poruszania siq dzieci po terenie zewnetrznym Przedszkola nr  oraz budowa i zakup infrastruktury sportowo  ruchowej i dydaktycznej,dostosować komunikacyjny bezpieczny poruszać dziecko budowa zakup infrastruktura sport ruchowy dydaktyczny
2019,KATOWICE,VI  Utworzenie sciezki przyrodniczoedukacyjne wokół Stawu Maroko na Osiedlu Tysiaclecia W Katowicach Przyroda wokół stawów,utworzyć przyrodniczoedukacyjny staw
2019,KATOWICE,VI  Budowa dodatkowych miejsc postojowych dla samochodów budowa chodnika utworzenie drogi pożarowej remont nawierzchni przy ul. Piastów i,budowa dodatkowy samochód budowa chodnik utworzyć drogi pożarowy remont nawierzchnia piast
2019,KATOWICE,VI  AKTYWNIE NA MAROKO. Zajecia rekreacyjne KAK OLO,aktywnie rekreacyjny
2019,KATOWICE,VI  Zakup nowosci wydawniczych dla filii nr  BP ksiazki i audiobooki organizacja spotkan autorskich zakup komputera,zakup wydawniczy audiobook organizacja autorski zakup komputer
2019,KATOWICE,VI  Zakup nowosci wydawniczych ksiazki oraz audiobooki dla F BP,zakup wydawniczy audiobook
2019,KATOWICE,VI  Swiat wirtualnej edukacji W DK  doposażenie pracowni komputerowej W Odzieżowym Domu Kultury,wirtualny edukacja dokonany doposażyć pracownia komputerowy
2019,KATOWICE,VI  Dofinansowanie spotkan kulturalnooswiatowych dla dorosłych i dzieci W filii nr  BP,dofinansować dorosły dziecko
2019,KATOWICE,VI  Wykonanie boiska do mini piłki noznej ze sztuczna trawa wraz Z pifkochwytami oraz renowacja nawierzchni poliuretanowej boiska wielofunkcyjnego W Zespole SzkolnoPrzedszkolnym nr  W Katowicach ul. Sportowa ,piłka sztuczny trawa renowacja nawierzchnia poliuretanowy wielofunkcyjny sport
2019,KATOWICE,VI  Niwelacja i utwardzenie terenu przed i za budynkiem przy ulicy Dębowej aa oraz odbudowa kanalizacji deszczowej Z tytu budynku W obrebie kompleksów zarazy,niwelacja utwardzić budynek odbudowa kanalizacja deszczowy budynek zaraza
2019,KATOWICE,VI  Utwardzenie nawierzchni kostka brukowa dla samochodów W dzielnicy Dab przy ul. Jabłoniowej  i ul. Jabłoniowej  na Osiedlu Sciegiennego co poprawi obecna trudna sytuacje W tym zakresie,utwardzić nawierzchnia kostka brukowy samochód jabłoniowy jabłoniowy poprawić obecna trudny sytuacja
2019,KATOWICE,VI  ZWOLNIJ Bezpieczna droga W dzielnicy Dab,zwolnić
2019,KATOWICE,VI  BIBLIOTEKA  CZYTELNICTWO  KULTURA zakup nowosci wydawniczych organizacja warsztatów Z artystami i dofinansowanie zajq Kreatywna Biblioteka,biblioteka kultura zakup wydawniczy organizacja warsztat artysta dofinansować
2019,KATOWICE,VI  Utworzenie nowych miejsc postojowych na terenie Osiedla Ducha,utworzyć
2019,KATOWICE,VI  Montaz dwóch stacji wypożyczania rowerów wiecznych do miejskiego systemu zlokalizowanych przy ul. Sciegiennego W dzielnicy Dab,wypożyczać rower wieczny system zlokalizować
2019,KATOWICE,VI  Debowa Scena   bezplatne spektakle teatralne dla mieszkańców,spektakl teatralny mieszkaniec
2019,KATOWICE,VI  Rewitalizacja terenu skweru porucznika Henryka Kalemba W dzielnicy Dab,rewitalizacja skwer porucznik
2019,KATOWICE,VI  Rewitalizacja terenu i plac zabaw poprawiający sprawnosc fizyczna dzieci przy Szkole Podstawowej nr  W Katowicach ul. Józefowska,rewitalizacja plac zabawić poprawiać fizyczny dziecko józefowski
2019,KATOWICE,VI  Minimiasteczko ruchu drogowego wraz Z matematycznymi grami podwórkowym przy Szkole Podstawowej nr  im. Wojciecha Korfantego W Katowicach,ruch matematyczny gra podwórkowy
2019,KATOWICE,VI  Budowa ogólnodostępnego parkingu dla mieszkańców budynków wielorodzinnych przy ul. Słonecznej,budowa parking mieszkaniec budynek wielorodzinny słoneczny
2019,KATOWICE,VI  Montaz dwóch stacji wypozyczen rowerów miejskich na terenie dzielnicy i rewitalizacja przestrzeni przy przystanku Kolonia Agnieszki Promienna,rower rewitalizacja przystanek
2019,KATOWICE,VI  Wykonanie remontu nawierzchni parkingów przy budynkach ul. Mikusińskiego  a ci  ac oraz  ac,remont nawierzchnia parking budynek
2019,KATOWICE,VI  Wymiana nawierzchni drogi dojazdowej do budynku przy ul. Józefińskiej  abc,wymiana nawierzchnia drogi dojazdowy budynek józefiński
2019,KATOWICE,VI  Zakup ksiazek i audiobooków oraz doposażenie Miejskiej Biblioteki Publicznej Filii nr  W Katowicach,zakup audiobook doposażyć
2019,KATOWICE,VI  Renowacja istniejacego boiska do koszykówki przy ul. Józefińskiej ,renowacja koszykówka józefiński
2019,KATOWICE,VI  Renowacja schodów    ul. Bytomska tylna,renowacja schody bytomski tylny
2019,KATOWICE,VI  Szlak Historii Dzielnicy WetnowiecJózefowied,szlak
2019,KATOWICE,VI  Pamplona Park Koszulka. Strefa sportu dla kazdego,sport
2019,KATOWICE,VI  Renowacja placu zabaw przy ul. Grabowej  i a,renowacja plac zabawić grabowy
2019,KATOWICE,VI  Chodnik parking zielen dla mieszkanców Plazynskiego,chodnik parking
2019,KATOWICE,VI  Zakatek Relaksu  taki duzo zieleni stat do tenisa i szachów ustawki bujak draki orbitera,zielony tenis szach ustawka bujak draka orbiter
2019,KATOWICE,VI  Okrzei  nowe chodniki i wiecej zieleni,chodnik zielony
2019,KATOWICE,VI  Gaj merdajacych ogonów wybieg dla psów,gaj ogon wybieg pies
2019,KATOWICE,VI  Katowicka  SHA NGA EZ POTKNIEC  remont nawierzchni chodnika na skrzyzowaniu Alei Korfantego i Katowickiej,katowicki remont nawierzchnia chodnik
2019,KATOWICE,VI  Zakup nowosci wydawniczych oraz pozyskiwanie funduszy na dzialalnoscé kulturalno oswiatowa promujaca czytelnictwo dzieci i dorosłych dla filii nr  Miejskiej Biblioteki Publicznej W Katowicach,zakup wydawniczy pozyskiwać fundusz dziecko dorosły
2019,KATOWICE,VI  Zdrowa woda dla kazdego poidełko na Placu Grunwaldzkim,zdrowy woda
2019,KATOWICE,VI  Jezdzic chodzi i mieszkac po ludzku wreszcie  kontynuacja,chodzić ludzki wreszcie
2019,KATOWICE,VI  Rowerem Z Koszulki  bezplatny przewodnik  rowerowych alternatywnych tras które pozwola Ci odkryłé nieznane i mato uczęszczane drogi rowerowe W Twojej okolicy. Bezpłatna miniksiazeczka dla mieszkanców oraz  tras do pobrania na urzadzenia mobilne,rower przewodnik rowerowy alternatywny tras znać mata uczęszczać drogi rowerowy bezpłatny tras mobilny
2019,KATOWICE,VI  Sąsiedzka ksiazka kucharska  kulinarna międzypokoleniowa ksiazka Z przepisami mieszkanców Koszulki bezplatna ksiazka oraz darmowe materialy internetowe do pobrania,kucharski kulinarny międzypokoleniowy przepis internetowy
2019,KATOWICE,VI  Kulturalna Koszulka ,kulturalny
2019,KATOWICE,VI  Piknik Sasiedzi na Koszulce ,piknik
2019,KATOWICE,VI  Festiwal Z muzyka i humorem,festiwal muzyka humor
2019,KATOWICE,VI  Modernizacja boiska NA ULC,modernizacja
2019,KATOWICE,VI  Bezpieczne poruszanie siq po osiedlu czyli remont chodników ulic tureckiej i Kurpiowskiej oraz oswietlenie Strefy Aktywności Fizycznej na Skwerze Koszyckim,bezpieczny poruszać remont chodnik turecki
2019,KATOWICE,VI  Rowerowa stacja osiedlowa Z dojściem,rowerowy dojść
2019,KATOWICE,VI  Zakup i transport przenośnej sceny modułowej Z barierkami ochronnymi i schodkami,zakup sport przenośny scena modułowy barierka ochronny schodki
2019,KATOWICE,VI  Zielen osiedlowa,
2019,KATOWICE,VI  Zakup nowosci wydawniczych ksiazek oraz materiałów edukacyjnych na dzialalnosc kulturalnooswiatowa promujaca czytelnictwo dzieci i mlodziezy dla filii nr  Miejskiej Biblioteki Publicznej W Katowicach ulica Słowianka ,zakup wydawniczy materiał edukacyjny dziecko
2019,KATOWICE,VI  Gaj Merdajacych Ogonów,gaj
2019,KATOWICE,VI  Remont placu zabaw dla dzieci Z dzielnicy Bogucice,remont plac zabawić dziecko
2019,KATOWICE,VI  Zakup nowosci wydawniczych i czasopism dofinansowanie imprez kulturalnych dla dorosłych dzieci i mlodziezy oraz materiałów potrzebnych do prowadzenie zajec Z dziecmi dla Filii nr  Miejskiej Biblioteki Publicznej W KatowicachBogucicack,zakup wydawniczy dofinansować impreza kulturalny dorosły dziecko materiał potrzebny prowadzić
2019,KATOWICE,VI  Festyn osiedlowy Z Inicjatywa,festyn
2019,KATOWICE,VI  Modernizacja ogrodzenia wokół placówki Miejskiego Przedszkola nr  im. Siedmiu Krasnoludków,modernizacja placówka
2019,KATOWICE,VI  Remont chodnika W ciagu ul. Puławskiej,remont chodnik puławski
2019,KATOWICE,VI  Bogucki Maraton Muzyczny  dwudniowy festiwal Z okazji  urodzin Bogucic,dwudniowy festiwal okazja urodziny
2019,KATOWICE,VI  Wyposazenie pomieszczen Filii nr  Miejskiej Biblioteki Publicznej W Katowicach W których odbywaja siq zajecia dla dorosłych dzieci mlodziezy seniorów i osób niepelnosprawnych,dorosły dziecko senior osoba
2019,KATOWICE,VI  Zakup sprzetu hagtosnieniowooswietleniowego i wyposazenia na potrzeby imprez i spotkan realizowanych przez Miejski Dom Kultury BoguciceZawodzie,zakup potrzeba impreza realizować
2019,KATOWICE,VI  Zaczytani Bogucice,zaczytać
2019,KATOWICE,VI  Straz skrojona na miare XI wieku  zakup ubran ochronnych wraz Z hełmami dla strażaków Z Ochotniczej Strazy Pozarnej W Dąbrówce Matej,skroić wiek zakup ochronny hełm strażak
2019,KATOWICE,VI  Poprawa bezpieczeństwa mieszkanców Osiedla Michalskiego  budowa nowych punktów oświetleniowych i wymiana istniejacych opraw oświetleniowych na oprawy ED,poprawa budowa oświetleniowy wymiana oprawić oświetleniowy oprawa
2019,KATOWICE,VI  Baw siq dobrze i bezpiecznie Z rodziny na szkolnym placu  modernizacja i rozbudowa wielofunkcyjnego ogólnodostępnego placu zabaw Z miejscem do spotkan rodzinnych na terenie Zespołu SzkolnoPrzedszkolnego nr  W Katowicach ul. Grzegorza ,bawić bezpiecznie rodzina szkolny plac modernizacja rozbudowa wielofunkcyjny plac zabawić rodzinny
2019,KATOWICE,VI  Agility  wybieg dla psów SIA RDOS,wybieg pies
2019,KATOWICE,VI  Siłownia plenerowa W Parku W Dąbrówce,siłownia
2019,KATOWICE,VI  Bezpieczny ciag pieszych  poprawa komunikacji W dzielnicy,bezpieczny pieszy poprawa komunikacja
2019,KATOWICE,VI  Aktywny Babel czyli plac zabaw dla dzieci Z Dabrowki Matej i okolic  Ranczo Dabrowka,aktywny plac zabawić dziecko
2019,KATOWICE,VI  Biblioteka Twoim oknem na swiat  zakup nowosci wydawniczych organizacja spotkan oraz doposażenie Filii nr  zakup komputera materiałów plastycznych i gier planszowych dla dzieci.,biblioteka zakup wydawniczy organizacja doposażyć zakup komputer materiał plastyczny gra planszowy dziecko
2019,KATOWICE,VI  Strefa aktywnosci dla Seniora i Juniora Z Dabrowki Matej i okolic  Ranczo Dabrowka,
2019,KATOWICE,VI  Skwer Georg  aranzacja skweru Z wagonikiem górniczym przy skrzyzowaniu ul. Gen. Le Ronda i ul. Józefa Grzegorza,skwer skwer wagonik górniczy gen
2019,KATOWICE,VI  Rozbudowa placu zabaw Ranczo Dabrowka o zjazd linowy tyrolką dla dzieci i dodatkowy plac grillowa Z zadaszeniem,rozbudowa plac zabawić zjazd linowy tyrolka dziecko dodatkowy plac grillowy zadaszyć
2019,KATOWICE,VI  Ekstremalna strefa aktywnosci Z workout dla mieszkanców Surowca i okolic przy ulicy Konnej,ekstremalny
2019,KATOWICE,VI  Szopienicka Biblioteka dla wszystkich  zakup nowosci wydawniczych ze szczególnym uwzglednieniem ksiazek Z serii Duze Litery organizacja spotkan Z ciekawymi ludémi wyposazenie Filii nr  Miejskiej Biblioteki Publicznej W Katowicach,zakup wydawniczy szczególny seria organizacja ciekawy
2019,KATOWICE,VI  LA TRZY SZOPIENIC  poprawa warunków pełnienia stuby przez SP SZOPIENICE,poprawa warunki pełnieć
2019,KATOWICE,VI  Zagospodarowanie terenu placu na Osiedlu Bagno,zagospodarować plac
