rok,miasto,nazwa,sentence
2018,Wałbrzych,Poprawa bezpieczeństwa mieszkańców miasta BoguszowaGorce oraz Powiatu Wałbrzyskiego poprzez doposażenie SP Boguszów w sprzęt ratowniczy,poprawa mieszkaniec doposażyć sprzęt ratowniczy
2018,Wałbrzych,Poczekalnia multimedialna Infoludek,poczekalnia multimedialny
2018,Wałbrzych,Poprawa bezpieczeństwa poprzez doposażenie Ochotniczej Straży Pożarnej w Głoszący Górnej w specjalistyczny sprzęt ratowniczogaśniczy,poprawa doposażyć specjalistyczny sprzęt ratowniczogaśniczy
2018,Wałbrzych,IV Uphill Rogowiec  bieg w stylu anglosaskim na najwyżej położone ruiny zamku w Polsce,bieg styl anglosaski najwyżej położony ruina zamek
2018,Wałbrzych,XIII Międzynarodowy Turniej Czarny Bór OPEN w zapasach kobiet  zakup sprzętu,międzynarodowy open zapas kobieta zakup sprzęt
2018,Wałbrzych,Wyposażenie pomieszczenia dla Międzypokoleniowego Teatru Muzycznego,wyposażyć
2018,Wałbrzych,Poprawa bezpieczeństwa w Powiecie Wałbrzyskim poprzez doposażenie jednostki SP Borówno w sprzęt ratowniczogaśniczy,poprawa doposażyć jednostka sprzęt ratowniczogaśniczy
2018,Wałbrzych,Powiatowa Akademia Rowerowa,powiatowy
2018,Wałbrzych,Poprawa bezpieczeństwa mieszkańców Gminy Mieroszów oraz powiatu wałbrzyskiego poprzez doposażenie w sprzęt ratowniczy jednostki Ochotniczej Straży Pożarnej w Mieroszowie,poprawa mieszkaniec powiat wałbrzyski doposażyć sprzęt ratowniczy jednostka
2019,Wałbrzych,Rozśpiewana Trójgarb,rozśpiewać
2019,Wałbrzych,Aktywna Jedlinadla każdego coś dobrego,aktywny
2019,Wałbrzych,Ogródek kwiatoworekreacyjny Domu Dziecka Catharina w Nowym Siodle,ogródek kwiatoworekreacyjny
2019,Wałbrzych,Poprawa bezpieczeństwa mieszkańców Gminy Mieroszów oraz powiatu wałbrzyskiego poprzez doposażenie w sprzęt ratowniczy jednostki Ochotniczej Straży Pożarnej w Mieroszowie,poprawa mieszkaniec powiat wałbrzyski doposażyć sprzęt ratowniczy jednostka
2019,Wałbrzych,Poprawa bezpieczeństwa na terenie Gminy Głuszyca i powiatu wałbrzyskiego poprzez doposażenie SP Głuszyca Górna w sprzęt ratowniczogaśniczy,poprawa powiat wałbrzyski doposażyć sprzęt ratowniczogaśniczy
2019,Wałbrzych,Poprawa bezpieczeństwa mieszkańców miasta BoguszówGorce oraz Powiatu Wałbrzyskiego poprzez doposażenie w sprzęt ratowniczy i odzież ochronną Jednostkę Ochotniczej Straży Pożarnej Gorce ul. Tadeusza Kościuszki A w BoguszowieGorcach,poprawa mieszkaniec doposażyć sprzęt ratowniczy odzież ochronny
2019,Wałbrzych,Od górski za domem do Pucharu Świata  dajmy szansę młodym narciarzom i narciarzom,górski dać szansa młody narciarz narciarz
2019,Wałbrzych,Poprawa bezpieczeństwa mieszkańców BoguszowaGorc poprzez doposażenie Fundacji Na Pomoc Zwierzętom w profesjonalny sprzęt do odłowu transportu i opieki nad czworonogami porzuconymi chorymi lub po wypadkach,poprawa mieszkaniec doposażyć profesjonalny sprzęt odłów sport opieka czworonóg porzucić chory wypadek
2019,Wałbrzych,Sport to ruch sport to zdrowie niech się każdy o tym dowie,sport ruch sport dowiedzieć
2019,Wałbrzych,Rodzinne pożegnanie lata,rodzinny pożegnać latać
2019,Wałbrzych,Pasja łączy pokolenia czyli czarnomorski biathlonowy zawrót głowy,pasja czarnomorski biathlonowy zawrót głowa
2020,Wałbrzych,Samochody dla Strażaków  Ludziom na Ratunek,samochód
2020,Wałbrzych,Koszary wojskowecałe sportowe,koszary sport
2020,Wałbrzych,Rewitalizacja podwójnego boiska do siatkówki plażowej,rewitalizacja podwójny siatkówka plażowy
2020,Wałbrzych,Nasze Osiedle remont chodników,remont chodnik
2018,Wrocław,Zieleń na Dworku  rewitalizacja Psiego Parku i alejki na Wandy,zieleń rewitalizacja alejka
2018,Wrocław,Rewitalizacja przedwojennej płyty tanecznej w parku przy ul. Sztabowej,rewitalizacja przedwojenny płyt taneczny park sztabowy
2018,Wrocław,Rowerowy Wrocław ,rowerowy
2018,Wrocław,Muchoborski Centrum Sportu Trawowa  Etap II,
2018,Wrocław,Zielona rowerowopiesza obwodnica Wrocławia TAP II  Popowice  Szczecin  Muchobór Mały  Gajowice  Grabiszynek  Grabiszyn  Borek  Krzyki  Wojszyce  Gaj  Jagodno  Tarnogaj  ,zielony rowerowopieszy obwodnica
2018,Wrocław,Park Tarnogórski  etap   kończy,park kończyć
2018,Wrocław,Park Tarnogórski  sport i rekreacja,park sport rekreacja
2018,Wrocław,Wśród drzew krzewów i ptaków. Budujemy plac zabaw dla naszych dzieci na terenie Szkoły Podstawowej nr  o powierzchni  m,krzew ptak budować plac zabawić dziecko powierzchnia
2018,Wrocław,Remont zabytkowego autobusu Fredrik,remont zabytkowy autobus
2018,Wrocław,Boiska do gry w siatkówkę plażową w Parku Tysiąclecia,gra siatkówka plażowy
2018,Wrocław,Chodnik przy ul. Tymiankowy,chodnik tymiankowy
2018,Wrocław,Bulwar Fizyków  realizacja . etapu ogrodu doświadczeń we Wrocławiu,bulwar realizacja ogród doświadczyć
2018,Wrocław,Park Karłowice  edukacyjna instalacja z piaskiem i wodą oraz siłownia na wolnym powietrzu na skwerze przy SO,park edukacyjny instalacja piasek woda siłownia wolny skwer
2018,Wrocław,Bulwar Fizyków etap  zegar słoneczny na Bulwarze im. J. Zwierzyckiego,bulwar zegar słoneczny
2018,Wrocław,Plaża na Wynikach,plaża
2018,Wrocław,Brodzik Karłowice  przejście dla pieszych przez ul. Kasprowicza na wysokości Brodzka,brodzik pieszy
2018,Wrocław,Toalety w Parkach i terenach rekreacyjnych we Wrocławiu  etap  kolejne instalacje,toaleta rekreacyjny kolejny instalacja
2018,Wrocław,Zielona Lipa i Widawa  ulice mini park przy pętli i Park Widawski,zielony park pętla
2018,Wrocław,Oświetlenie Skweru przy ul. Stanisławowskiej,oświetlić stanisławowski
2018,Wrocław,Zielony Muchobór_zielona Rakietowa,zielony
2018,Wrocław,Zielony Muchobór_zielona Zagony,zielony
2018,Wrocław,Wielkogabarytowe szachy plenerowe w centrum Wrocławia,wielkogabarytowy szachy
2018,Wrocław,Miejskie tężnie. Czyste powietrze  budowa małych tężni solankowych w parkach miejskich,tężnia czysta budowa tężnia solankowy parka
2018,Wrocław,Zielone ekrany akustyczne przy Parku Lenińskim,zielony ekran akustyczny
2018,Wrocław,Bezpiecznie i jasno po Parku Skowronek Budowa oświetlenia w okolicy ulicy Spiskiej i Działkowej,bezpiecznie jasno
2018,Wrocław,Rewitalizacja i modernizacja podwórza w kwartale ulic Wyszyńskiego Orzeszkowej Żeromskiego i Daszyńskiego we Wrocławiu,rewitalizacja modernizacja kwartał
2018,Wrocław,Park rekreacyjny na Psim Polu etap II,park rekreacyjny
2018,Wrocław,Droga rowerowa z osiedla Krzyki do Powstańców ŚląskichHallera wzdłuż ul. Skarbców i Racławickiej jednokierunkowa po obu stronach jezdni,rowerowy skarbiec jednokierunkowy jezdnia
2018,Wrocław,Rewitalizacja podwórka  Jedności Narodowej Kluczborska.,rewitalizacja
2018,Wrocław,Oaza Buczacka II etap,oaza
2018,Wrocław,Szybciej do Leśnicy Budowa pasa lewoskrętu w kierunku ulicy Lotniczej na skrzyżowaniu ulic Na Ostatnim Groszu i Legnickiej.,szybko pasać lewoskręt
2018,Wrocław,Utwardzenie nawierzchni ulicy Kłokoczycki od numeru AH do AC,utwardzić nawierzchnia numer
2018,Wrocław,Park Skowronki Na ratunek. Odciążenie Parku Południowego zwiększenie ilości terenów biegowych place zabaw drzewa krzewy i kwiaty,park ratunek odciążyć zwiększyć ilość biegowy plac zabawić krzew kwiat
2018,Wrocław,Autostradowa Obwodnica Rowerowa ul. Płaska,autostradowy płaski
2018,Wrocław,Renowacja  letniego zegara,renowacja zegar
2018,Wrocław,Renowacja ogrodzenia ,renowacja
2018,Wrocław,Odnowienie Szpetnych Wiaduktów Kolejowych,odnowić
2018,Wrocław,Rondo Reagana na poziomie Budowa peronów na Rondzie Reagana.,poziom peron
2018,Wrocław,Asfaltowa nawierzchnia i chodnik na łączniku ulic Balzaka i Tynieckiej na Oporowie,asfaltowy nawierzchnia chodnik łącznik
2018,Wrocław,Park Wojszyce  Etap ,park
2018,Wrocław,Żernicki Park Sportu i Rekreacji we Wrocławiu  etap  ,
2018,Wrocław,Rewitalizacja wnętrza międzybankowego,rewitalizacja międzybankowy
2018,Wrocław,Przebudowa amfiteatru Zespołu Szkół nr  Wrocław Szkocka  Muchobór Mały  httposiedle.wroc.plindex.phpmuchobormaly,przebudowa amfiteatr
2018,Wrocław,Rewitalizacja placu zabaw ul. Stanów Zjednoczonych  httposiedle.wroc.plindex.phpmuchobormaly,rewitalizacja plac zabawić stanowić
2018,Wrocław,Kwiaty na Rondzie i ulicy Powstańców  ogród miejski w centrum miasta,kwiat ogród
2018,Wrocław,Odrzański Plac Zabaw Etap II,odrzański
2018,Wrocław,Oświetlenia przejścia dla pieszych przez ul. Przyjaźni w pobliżu skrzyżowania z ul. Braterską oraz postawienie tablicy elektronicznej Informacja Przystankowa na przystanku Braterska ,przejść pieszy przyjaźń skrzyżować braterski postawić tablica elektroniczny przystanek
2018,Wrocław,Rewitalizacja fragmentu parku w sąsiedztwie kompleksu Orbita na Popowicach ,rewitalizacja fragment park
2018,Wrocław,Odnowienieremont pomnika ofiar z pl. Tiananmen. Jest naprzeciw zburzonego ZU na pl. Dominikańskim.,pomnik ofiara Polska naprzeciw zburzyć Polska dominikański
2018,Wrocław,Rowerem w obie strony po Armii Krajowej  bezpieczna dwukierunkowa droga rowerowa po południowej stronie  etap ,rower bezpieczny dwukierunkowy rowerowy
2018,Wrocław,Park Uśmiechu na Boku,park
2018,Wrocław,Przebudowa ciągów komunikacyjnych i uporządkowanie miejsc parkingowych na Osiedlu Powstańców Śląskich.,przebudowa komunikacyjny uporządkować parkingowy
2018,Wrocław,Podwórka jako miejsce relaksu,relaks
2018,Wrocław,Zielone Płuca Popowi,zielony
2018,Wrocław,Teren rekreacyjny na ul. Konduktorskiej,rekreacyjny konduktorski
2018,Wrocław,Brodzik Karłowice etap IV  przebudowa brodzika i zieleń,brodzik przebudowa brodzik zieleń
2018,Wrocław,Pielęgnacja starszych drzew na terenach zieleni przyulicznej na skwerach i w parkach na osiedlach Biskupin Dąbie Bartoszowice Sępolno Zacisze Zalesie Szczytniki,pielęgnacja starszy zielony przyuliczny skwer parka
2018,Wrocław,Chodnik i droga rowerowa ze stacji PKP Kuźniki do sklepu Lidl na ul Bystrzyckiej.,chodnik rowerowy sklep
2018,Wrocław,Utwardzenie terenu przed naszym Ogrodem OD Marszowe we Wrocławiu przy ul. Wilczyńskiej. droga ,utwardzić wilczyński
2018,Wrocław,Przejście dla pieszych na skrzyżowaniu Bajana  Bulwar Dedala,pieszy
2018,Wrocław,Osiedle Henrykowskie dla Seniorów,
2018,Wrocław,Strefa wypoczynku w przestrzeni między blokami ul SpiżowaStalowaBrązowaGrabiszyńska,wypoczynek
2018,Wrocław,Osiedlowy plac zabaw  Kowale,plac zabawić
2018,Wrocław,Stawy Legnickie  rekreacja i wypoczynek da mieszkańców,staw rekreacja wypoczynek dać mieszkaniec
2018,Wrocław,Wykonanie ciągu pieszorowerowego wzdłuż ulicy Józefa Rusińskiego od ul. Kobierzycki do ul. Międzygórski.,pieszorowerowy kobierzycki
2018,Wrocław,Polana Karłowicka  rozbudowa boiska wielofunkcyjnego etap Część południowa instalacja oświetlenia dodatkowe nasadzenia dostawienie ławek oraz kubłów dostawienie stojaków rowerowych,polana rozbudowa wielofunkcyjny instalacja dodatkowy nasadzić dostawić ławka kubeł dostawić stojak rowerowy
2018,Wrocław,Zielony Zakątek. Miejsce integracji aktywnej rekreacji wypoczynku i spotkań lokalnej społeczności.,zielony integracja aktywny rekreacja wypoczynek spotkać społeczność
2018,Wrocław,Drogi rowerowe na Sądowej  Etap I,drogi rowerowy
2018,Wrocław,Street Workout Park na terenie Stadionu Sportowego Lotnicza,
2018,Wrocław,Przyjazne i bezpieczne podwórko.,bezpieczny
2018,Wrocław,ul. Dworcowa odcinek między ul. Kościuszki i ul. Piłsudskiego  infrastruktura,dworcowy infrastruktura
2018,Wrocław,Ul. Ruska dla pieszych deptak pomiędzy pl. Solnym a ul. Kazimierza Wielkiego,ruska pieszy deptak Polska solny
2018,Wrocław,Chodnik wraz ze ścieżką rowerową od Oporowa ul. Kwiatkowskiego do granic miasta Wrocław lub do Mokronos Dolnego ul. Stawowa,chodnik rowerowy granica stawowa
2018,Wrocław,Droga rowerowa na ul Metalowców. Oświetlenie i wymiana chodnika. ,rowerowy oświetlić wymiana chodnik
2018,Wrocław,Oaza nad Kabiną II,oaza
2018,Wrocław,Park Będziński  w zgodzie z naturą,park zgoda natura
2018,Wrocław,Poświęcone  Siłownia na świeżym powietrzu,poświęcony świeży
2018,Wrocław,Park na Zielonym Wzgórzu część ,park część
2018,Wrocław,Klecina  zagospodarowanie Parku Migdałowego etap II,zagospodarować
2018,Wrocław,Twisted po Wrocławiu Dostosowanie infrastruktury pod nowoczesne tramwaje Pesa Twist na trasach linii    i .,infrastruktura nowoczesny tramwaj trasa linia
2018,Wrocław,Oświetlenie ulicy,oświetlić
2018,Wrocław,Psi wybieg w Sercu Szczelina.,psi wybieg
2018,Wrocław,Kozanowski park wypoczynku sportu i zabawy,park wypoczynek sport zabawa
2018,Wrocław,Rewitalizacja terenu dawnego kąpieliska Na Niskich Łąkach  kontynuacja. Budowa brakujących odcinków trasy pieszo  rowerowej od Żabiej Ścieżki do Krzywej Grobli. ,rewitalizacja dawny budowa brakujący tras pieszo rowerowy
2018,Wrocław,Wymarzony plac zabaw i rekreacji przy SP nr  ul. B. Prusa ,wymarzony plac zabawić rekreacja
2018,Wrocław,Skwer dla seniora i juniora  rewitalizacja części Skweru Ludzi ze znakiem P  m.in. budowa stolików szachowych siłowni dla osób starszych i młodzieży uzupełnienie ławek.,skwer seniora junior rewitalizacja znak budowa stolik szachowy siłownia osoba starszy młodzież ławka
2018,Wrocław,Grabiszynek przyjazny dla pieszych,pieszy
2018,Wrocław,Takie kwiatki na Psim Polu    Zamieńmy rynek w przestrzeń pełną życia ,kwiatek rynek pełny
2018,Wrocław,Pętla Biskupin  dzielnicowy rynek,pętla dzielnicowy rynek
2018,Wrocław,Parking przy Szkole Podstawowej nr  we Wrocławiu,parking
2018,Wrocław,Alpy w środku miasta  Etap  Park Alpejski,środek
2018,Wrocław,Pomnik Jerzmanowa,pomnik
2018,Wrocław,Park Leonarda da Vinci na Lądowe Małym,park dać
2018,Wrocław,Plac zabaw w parku przy ul. Szpitalnej róg Grabiszyńskiej. Rodzinne centrum wypoczynku i zabawy. Mega zjeżdżalnie piramida huśtawki i karuzela.,plac zabawić park szpitalny rodzinny wypoczynek zabawa mega zjeżdżalnia piramida huśtawka karuzela
2018,Wrocław,Mający tlen ochłodę latem estetykę i bezpieczeństwo przez cały rok pas zieleni ochronnej wzdłuż głośnego torowiska przy ul. Przyjaźni,maić tlen ochłoda estetyka pas zielony ochronny głośny przyjaźń
2018,Wrocław,Górka Pafawag Etap .,górka
2018,Wrocław,Przyjazne i bezpieczne przejście dla pieszych na Kleczkowie  sygnalizacja świetlna przy ul. Reymonta,bezpieczny pieszy sygnalizacja świetlny
2018,Wrocław,Budowa chodnika na ulicy Jerzmanowskich w kierunku cmentarza,budowa chodnik cmentarz
2018,Wrocław,Bezpieczna droga do szkoły,bezpieczny
2018,Wrocław,Historyczna ścieżka zdrowia w Parku im. Jana Kasprowicza na Katowicach  etap I,historyczny
2018,Wrocław,Mini skwer przy ul. Skarbców i Wawrzyniaka,skwer skarbiec
2018,Wrocław,Boisko ze sztuczną nawierzchnią wraz z boiskiem do koszykówki,sztuczny nawierzchnia koszykówka
2018,Wrocław,Plac zabaw dla Myśli Wielkich,plac zabawić
2018,Wrocław,Wrocławska Arena Sportu  rozbudowa i poprawa bezpieczeństwa terenu sportoworekreacyjnego na Zakazowi,wrocławski rozbudowa poprawa sport
2018,Wrocław,Kuźniki i Nowy Dwór  zagospodarowanie terenu zieleń siłownia pod chmurką plac zabaw park,kuźnik zagospodarować zieleń siłownia plac zabawić park
2018,Wrocław,Nowy Dwór i Kuźniki  park kieszonkowy między torami a Hermanowski nasadzenia otwarta siłownia alejki plac zabaw,park kieszonkowy tor nasadzić siłownia alejka plac zabawić
2018,Wrocław,Park Widawski. Zagospodarowanie i uporządkowanie terenu parku część II,park zagospodarować uporządkować park część
2018,Wrocław,Zielony trójkąt Widawy,zielony trójkąt
2018,Wrocław,Rodzinna Strefa Piknikowa  Widawa,rodzinny
2018,Wrocław,Polanowice  parki kieszonkowe nasadzenia plac zabaw otwarta siłownia ławki lampy kosze ścieżki. ,park kieszonkowy nasadzić plac zabawić siłownia ławka lampa kosz
2018,Wrocław,Pawłowice  park kieszonkowy nasadzenia plac zabaw otwarta siłownia ławki lampy kosze ścieżki. ,park kieszonkowy nasadzić plac zabawić siłownia ławka lampa kosz
2018,Wrocław,Renowacja i udoskonalenie placu zabaw w Parku Południowym,renowacja udoskonalić plac zabawić
2018,Wrocław,Rewitalizacja podwórza w kwartale ulic Jedności Narodowej Ignacego Daszyńskiego Żeromskiego i Nowowiejskiej,rewitalizacja kwartał
2018,Wrocław,Wodotrysk na Placu Wiślanym we Wrocławiu na osiedlu GądówPopowice Płd. ,wodotrysk
2018,Wrocław,Ogródki Działkowe  Gajowice ADA otwarte dla mieszkańców Wrocławia.,ogródka mieszkaniec
2018,Wrocław,Aktywizacja przestrzeni sąsiedzkiej na osiedlu Sępolno we Wrocławiu,aktywizacja
2018,Wrocław,Boisko wielofunkcyjne,wielofunkcyjny
2018,Wrocław,Złotnicki Gródek dla dzieci  Etap  Gródek Zabaw,złotnicki dziecko
2018,Wrocław,Więcej ruchu na Niskich Łąkach Budowa siłowni zewnętrznej i placu zabaw w Parku na Niskich Łąkach.,ruch siłownia plac zabawić
2018,Wrocław,Jerzmanowo i Żerniki  parki kieszonkowe nasadzenia plac zabaw otwarta siłownia ławki lampy kosze ścieżki,park kieszonkowy nasadzić plac zabawić siłownia ławka lampa kosz
2018,Wrocław,Uporządkowanie uprzątnięcie terenu stawów oraz wokół stawów w okolicach ulic Przybyły. Nasadzenia ławki kosze lampy i mała architektura.,uporządkować uprzątnąć staw staw nasadzić ławka kosz lampa architektura
2018,Wrocław,Złotnicki Gródek dla dzieci  etap  Złotnicki ogród umiejętności ,złotnicki dziecko ogród umiejętność
2018,Wrocław,Rewitalizacja terenu dookoła stawu przy ul. Żmigrodzkiej,rewitalizacja dookoła staw żmigrodzki
2018,Wrocław,Oświetlenie ulicy Urodzajnej od skrzyżowania z ulicą Brodzko do strumienia Rogówka ,oświetlić skrzyżować strumień
2018,Wrocław,Słoneczny Park na Ołtaszynie  Etap II,słoneczny
2018,Wrocław,Leśnica   Mural upamiętniający . rocznicę przyłączenia zachodnich osiedli do Wrocławia,upamiętniać rocznica przyłączyć osieść
2018,Wrocław,Stacje ładowania samochodów elektrycznych dla mieszkańców Wrocławia,ładować samochód elektryczny mieszkaniec
2018,Wrocław,Zielony ekran wzdłuż Powstańców Śląskich.,zielony ekran
2018,Wrocław,Sołtysowice  rozbudowa placu zabaw,rozbudowa plac zabawić
2018,Wrocław,Podwórko im. Wszystkich Mieszkańców  Replay,
2018,Wrocław,Park Jedności   zagospodarowanie terenu zieleni wzdłuż ul. Królewskiej na Zakazowi,park zagospodarować zielony królewski
2018,Wrocław,zagospodarowanie terenu świetlicy osiedlowej oraz budowa tarasu,zagospodarować świetlica budowa taras
2018,Wrocław,Budowa drogi dla rowerów wzdłuż ulicy Nowodworskiej II etap,budowa drogi rower
2018,Wrocław,Siłownia zewnętrza wraz z infrastrukturą towarzyszącą przy Szkole Podstawowej nr  ,siłownia infrastruktura towarzyszyć
2018,Wrocław,Boisko wielofunkcyjne dla mieszkańców dzielnicy Stare Miasto przy Szkole Podstawowej nr .,wielofunkcyjny mieszkaniec
2018,Wrocław,Renowacja portalu i płaskorzeźby lwa w kamienicy Jagiellończyka ,renowacja portal płaskorzeźba lew kamienica
2018,Wrocław,Płaskorzeźby przedstawiające sceny z pracy na służbie  portal Domu panien służących i lokajów  Nadodrze.,płaskorzeźba przedstawiać scena praca służba portal panna służący lokaj
2018,Wrocław,Szczęśliwa łączy pokolenia. Etap I,szczęśliwy
2018,Wrocław,Rewitalizacja wnętrza blokowego na Nadodrzu Żłobińska  Słowiańska  Kręta.,rewitalizacja blokowy
2018,Wrocław,Zielone Tereny Katowickiej,zielony
2018,Wrocław,Zręcznościowy plac zabaw przy Szkole Podstawowej nr  ,zręcznościowy plac zabawić
2018,Wrocław,Sportowo na Szybowcowej i Zabawnie na Synka ,sport
2018,Wrocław,Dwa boiska na Lądowe Małym,
2018,Wrocław,Ogród przedszkolny Mały Piekarczyk na Opinie,ogród przedszkolny
2018,Wrocław,Zielona wstęga Krynicka  zieleń przyuliczna wzdłuż Krynickiej ,zielony wstęga zieleń przyuliczny
2018,Wrocław,ParkSport na Zakazowi  rozbudowa Parku Jedności i Wrocławskiej Areny Sportu na terenie dawnego stadionu Pożaru,rozbudowa dawny stadion
2018,Wrocław,Kieszonkowe Nadodrze  parki kieszonkowe wzdłuż ul. św. Wincentego i ul. Żłobińskiej,kieszonkowy park kieszonkowy
2018,Wrocław,Muchobór Mały i Nowy Dwór  Park Tysiąclecia uatrakcyjnienie parku Plac zabaw otwarta siłownia boisko do siatkówki stoły do ping ponga i inne atrakcje terenowe,Muchobór uatrakcyjnić park zabawić siłownia siatkówka stół ping atrakcja
2018,Wrocław,Zaklęty w kamień przywrócić życie restauracja dekoracyjnych elementów architektonicznych budynku dawnej szkoły ludowej na Osiedlu Henrykowskie,zaklęty kamień przywrócić restauracja dekoracyjny architektoniczny budynek dawny ludowy
2018,Wrocław,Oświetlenie miejsc niebezpiecznych na Biskupie Spodnie i Bartoszewicach. ,oświetlić niebezpieczny
2018,Wrocław,Ścieżka rowerowa Krucza  Inżynierska Etap I,rowerowy
2018,Wrocław,Centrum rekreacyjne Pati Oligo. Koncepcja rewitalizacji i modernizacji podwórka.,rekreacyjny koncepcja rewitalizacja modernizacja
2018,Wrocław,Renowacja krzyży przydrożnych przy ul. Stabłowicki i ul. Charkowskiej z ul. Starobielawską,renowacja krzyż przydrożny charkowski starobielawski
2018,Wrocław,Budowa oświetlenia w ul. Olgi Drahonowskiej na odcinku od ul. Szarych Szeregów do posesji nr  ,budowa szary
2018,Wrocław,Rewitalizacja ksiazecego skweru Mały Książe,rewitalizacja skwer
2018,Wrocław,Przy rondzie Ojca Pio  budowa siłowni zewnętrznej na skwerze przy rondzie Św. Ojca Pio,rond budowa siłownia skwer rond ojciec
2018,Wrocław,Oświetlenie ścieżki pieszo  biegowej na Wrocławskim Torze Wyścigów Konnych  Partynice,oświetlić pieszo biegowy
2018,Wrocław,Kuźniki na rolkach  ścieżka rekreacyjna  dodatkowe atrakcje etap ,kuźnik rekreacyjny dodatkowy atrakcja
2018,Wrocław,Koników  Budowa placu zabaw na terenie Wrocławskiego Toru Wyścigów Konnych  Partynice,konik plac zabawić
2018,Wrocław,Rewitalizacja Parku u zbiegu ul. Łużyckiej i ul. Osobowickiej.,rewitalizacja zbieg łużycki
2018,Wrocław,Dąbie  Budowa i przebudowa ścieżek i oświetlenia w Parku Wąskim,przebudowa ścieżek
2018,Wrocław,Niech bije dla wszystkich,bić
2018,Wrocław,Edukacja w drodze  edukacyjne ogrodzenie przestrzenią do aktywności i ciekawego spędzania wolnego czasu,edukacja edukacyjny ogrodzić aktywność ciekawy spędzać
2018,Wrocław,Bezpieczny Sport na Biskupie,bezpieczny
2018,Wrocław,Plac do jazdy na rolkach,plac jazda
2018,Wrocław, na sportowo,sport
2018,Wrocław,Powiększy Park Leniński,powiększyć
2018,Wrocław,Ograniczenie śmiertelności płazów w dzielnicy Zalesie,śmiertelność płaz
2018,Wrocław,Miejsca postojowe przy ulicy Tczewskiej na tyłach SP nr ,postojowy tył
2018,Wrocław,Uśmiechnięty plac zabaw,uśmiechnąć plac zabawić
2018,Wrocław,Zielone Kowale  projekt zakrzewienia łąki przy ul. Ełckiej,zielony zakrzewić łąka ełcki
2018,Wrocław,Hubosfera  centrum sportu i rekreacji etap   ćwicz baw się odpoczywaj,sport rekreacja ćwiczyć bawić odpoczywać
2018,Wrocław,Szlakiem herbów Wrocławia  renowacja zabytkowych herbów miasta na wrocławskich elewacjach,szlak herb renowacja zabytkowy herb wrocławski elewacja
2018,Wrocław,Zieleń to życie  parki kieszonkowe nasadzenia i zielone zakątki w całym mieście,zieleń park kieszonkowy nasadzić zielony zakątek
2018,Wrocław,Zielone Wojszyce. Rewitalizacja skweru przy ul. Kosmicznej Chlebowej i Spokojnej.,zielony rewitalizacja skwer kosmiczny
2018,Wrocław,Toskania we Wrocławiu donice z kwiatami wokół wrocławskiego Rynku.,donica kwiat wrocławski
2018,Wrocław,Wrocław idzie nad rzekę,rzeka
2018,Wrocław,Zielone Nadodrze  rewitalizacja i dodanie zieleni z elementami małej architektury i uporządkowaniem parkowania  Żłobińska Kurkowe Rydygiera Łokietka Św. Wincentego pl. Staszica Bp Tomasza Pomorska Dubois Jedności Narodowej,zielony rewitalizacja dodać zielony architektura uporządkować Polska
2018,Wrocław,Rewitalizacja podwórka pomiędzy Placem Świętego Macieja nr   oraz Henryka Pobożnego   ,rewitalizacja
2018,Wrocław,Zabawa bez Oporów  renowacja placu zabaw przy ul. Solskiego ,zabawa renowacja plac zabawić solski
2018,Wrocław,Bezpieczna infrastruktura Kominiarska Widawa,bezpieczny infrastruktura
2018,Wrocław,Zielone podwórko  ul. Wandy Krakusa Hallera Powstańców Śl.  TAP II,zielony Wandy
2018,Wrocław,Nawierzchnia na Górnośląskiej,nawierzchnia
2018,Wrocław,Parking przy Ośrodku dla Niepełnosprawnych ul. Wejherowska  aktualna nazwa ulicy Marcina Lutra  dla dzieci niepełnosprawnych rodziców i nauczycieli,parking wejherowski aktualny nazwa dziecko niepełnosprawny rodzic nauczyciel
2018,Wrocław,Budowa porządnego chodnika  oświetlenie skweru przy dworcu WrocławMikołajów między ul. Stacyjna ul. Legnicką i ul. Bolesławiecki,budowa porządny chodnik oświetlić skwer dworzec stacyjny legnicki bolesławiecki
2018,Wrocław,Chodnik wzdłuż ulicy Jesionowej,chodnik
2018,Wrocław,Rowerowe uzupełnienia na Krakowskiej   metrów dla bezpieczeństwa,rowerowy uzupełnić
2018,Wrocław,Niekończąca się opowieść,kończyć opowieść
2018,Wrocław,Siłownia zewnętrzna  rozbudowa projektu  z ,siłownia rozbudowa
2018,Wrocław,Ekopark Stabłowice  etap  pierwszy we Wrocławiu Park Przyjaciół Drzew,ekopark
2018,Wrocław,Zielone podwórko blisko Dworca Głównego ul. Dąbrowskiego,zielony blisko dąbrowski
2018,Wrocław,Park Kolumba,park
2018,Wrocław,Zamontowanie ławek na skwerze zielonym na pętli na ul. Bucharskiej,zamontować ławka skwer zielony pętla bucharski
2018,Wrocław,Kuźnicki Psi Park Zabaw,kuźnicki
2018,Wrocław,Psi Park Zabaw,psi
2018,Wrocław,Psie Pole dla ludzi,psi człowiek
2018,Wrocław,Pamięć Minionych Czasów,pamięć
2018,Wrocław,Plac Folwarczny Osobowice  etap .,plac
2018,Wrocław,Zagospodarowanie łąk po polach erygowanych Osobowice  etap .,zagospodarować łąka erygować
