rok,miasto,nazwa
2020,GDYNIA,Pasy ruchu dla rowerów na ul. Redłowskiej od al. Zwycięstwa do ul. Nocznickiego
2020,GDYNIA,Sterylizacja i kastracja zwierząt właścicielskich (psów i kotów)
2020,GDYNIA,"Cykl zajęć gimnastyki ogólnorozwojowej z elementami pilatesu, stretchingu i zdrowego kręgosłupa dla mieszkańców w każdym wieku"
2020,GDYNIA,Dozownik ziarna dla kaczek przy stawie na skwerze ks. Piotra Mazura
2020,GDYNIA,Teren po basenach na Polance Redłowskiej - uprzątnięcie i udostępnienie mieszkańcom
2020,GDYNIA,Remont schodów przy ulicy Gorczycowej w Gdyni
2020,GDYNIA,"Osiem respiratorów dla szpitali na terenie Gdyni i trzy tężnie solankowe (Chylonia, Oksywie, Wzgórze Św. Maksymiliana)"
2020,GDYNIA,Zajęcia taneczne dla wszystkich mieszkańców niezależnie od wieku i poziomu zaawansowania
2020,GDYNIA,Stworzenie bezpiecznego zakątka dla kaczek poprzez zakup drewnianej platformy oraz wykonanie nasadzeń na brzegu stawu przy skwerze ks. Piotra Mazura
2020,GDYNIA,Budowa ogólnodostępnego kortu tenisowego na terenie szkoły podstawowej nr  (ul. Cylkowskiego )
2020,GDYNIA,Zakup pojazdu transportowego dla Poszukiwawczego Ochotniczego Pogotowia Ratunkowego w Gdyni
2020,GDYNIA,"Stworzenie przestrzeni angażującej seniorów, młodzież, dzieci i rodziców na skwerze przy ul. Cylkowskiego"
2020,GDYNIA,"Domki/hotele dla owadów w trzech lokalizacjach: ZSP nr , Leśna Polana, Park Kieszonkowy przy ul. Miętowej"
2020,GDYNIA,"Festyn integracyjny, wspólne sadzenie kwiatów oraz wyprzedaż garażowa"
2020,GDYNIA,Zwiedzanie Gdańska z przewodnikiem przez uczniów szkół podstawowych na Dąbrowie
2020,GDYNIA,Działania na rzecz zachowania zieleni wysokiej w mieście – wymiana nawierzchni wokół drzew na przepuszczalną w różnych lokalizacjach
2020,GDYNIA,Instalacja elementów gwarantujących pozostawienie szerokich chodników dla pieszych na terenie dzielnic
2020,GDYNIA,Sieć poideł dla ludzi i zwierząt
2020,GDYNIA,Sieć domków dla ptaków na terenie miasta
2020,GDYNIA,Warsztaty z zakresu edukacji kulturalnej i społecznej dla mieszkańców gdyńskich dzielnic
2020,GDYNIA,Sieć psich wybiegów w dzielnicach
2020,GDYNIA,Parki kieszonkowe w dzielnicach
2020,GDYNIA,Zagospodarowanie terenu zielonego jako miejsca spotkań mieszkańców
2020,GDYNIA,Wieża „od nowa”
2020,GDYNIA,Trasa pieszo-rowerowa z miejscami wypoczynku i rekreacji od Spokojnej (Mały Kack) do wieży widokowej Kolibki (Orłowo).
2020,GDYNIA,Opieka „wytchnieniowa”
2020,GDYNIA,Udostępnienie niewykorzystanych pracowni w szkołach i miejscach otwartych na potrzeby warsztatów manualno-konstruktorsko-rzemieślniczych dla mieszkańców
2020,GDYNIA,Otwarte spotkania i warsztaty dla dzieci i dorosłych na rzecz walki z dyskryminacją
2020,GDYNIA,Panel obywatelski poświęcony przyszłości gdyńskiej edukacji
2020,GDYNIA,Półkolonie dla dzieci z niepełnosprawnościami
2020,GDYNIA,Edupark Kacza – ścieżka edukacyjna wzdłuż zrenatalizowanej rzeki Kaczej
2020,GDYNIA,Bezpieczeństwo przed szkołami: system wyniesień i kontrola prędkości
2020,GDYNIA,Defibrylatory AED w przestrzeni miejskiej - Zadbajmy o zdrowie i życie mieszkańców Gdyni dając im narzędzia zwiększające ich szanse na szybką i fachową pomoc.
2020,GDYNIA,Zagospodarowanie terenu pomiędzy wieżowcami przy ul. Wiejskiej  w Gdyni i ul. Chylońskiej  w Gdyni
2020,GDYNIA,Oświetlenie miejskie na ulicy Korzennej (od przystanku PKM w stronę osiedla)
2020,GDYNIA,"Płyta upamiętniająca miejsce, w którym w  r w geście solidarności i podtrzymania w Polakach nadziei na wolność modlił się ks. Dolindo Ruotolo z Neapolu"
2020,GDYNIA,Otwarty międzyosiedlowy teren rekreacyjno-sportowy
2020,GDYNIA,Ustawienie ławek wzdłuż ul.  Lutego
2020,GDYNIA,Turniej piłki nożnej - boisko Stolarska / Krawiecka
2020,GDYNIA,Ekofestyn i sprzątanie lasu na Wzgórzu Św. Maksymiliana
2020,GDYNIA,Turnieje piłki halowej - liga
2020,GDYNIA,"Promocja (projekt materiałów reklamowych, wydruk, promocja wydarzenia w mediach)"
2020,GDYNIA,Sprawny Przedszkolak czyli sportowe ABC
2020,GDYNIA,"Kino plenerowe na Wzgórzu Św. Maksymiliana, trzy dni pokazów"
2020,GDYNIA,Mini Siatkówka dziewcząt - Puchar Kępy Oksywskiej
2020,GDYNIA,Zumba na Obłuzu
2020,GDYNIA,Eliminacje do Mistrzostw Świata w poławianiu bursztynu na plazy Gdynia Śródmieście
2020,GDYNIA,Wybieg dla psów wraz z odnową parku na Wzgórzu Św. Maksymiliana
2020,GDYNIA,Biesiada w Małym Kacku
2020,GDYNIA,Plac zabaw przy SP  i festyn rodzinny na polanie leśnej
2020,GDYNIA,Wykonanie kanalizacji burzowej na ul. Anyżowej - działa 
2020,GDYNIA,Miejsce spotkań piknikowych
2020,GDYNIA,Solarne oświetlenie terenu po byłym baraku mieszkalnym przy ulicy Dedala
2020,GDYNIA,Organizacja Światowego Dnia Świadomości Autyzmu w Gdyni - kwiecień 
2020,GDYNIA,"Plac zabaw dla dzieci w wieku - lat i linarium przy Zespole Szkół Chłodniczych i Elektrycznych w Gdyni , przy ulicy Sambora ."
2020,GDYNIA,Modernizacja asfaltowego boiska przy ul. Dedala .
2020,GDYNIA,Konsultacje społeczne o przyszłości Polanki Redłowskiej
2020,GDYNIA,Śródmiejski ogród zabaw
2020,GDYNIA,SKATEPARK ul. Malinowa
2020,GDYNIA,Plac Sportów Miejskich – Street Workout oraz Parkour
2020,GDYNIA,Panel obywatelski poświęcony przyszłości edukacji podstawowej w dzielnicy
2020,GDYNIA,Panel obywatelski poświęcony przyszłości edukacji na terenie dzielnicy
2020,GDYNIA,"Panel obywatelski dotyczący projektu ""Klimatycznego Centrum"" wraz z wypracowaniem propozycji obywatelskich"
2020,GDYNIA,Panel obywatelski poświęcony przyszłości edukacji podstawowej w dzielnicy
2020,GDYNIA, nowoczesnych i estetycznych śmietników dla Fikakowa
2020,GDYNIA, nowoczesnych i estetycznych śmietników dla dolnego Wielkiego Kacka
2020,GDYNIA,Ekologiczne kurtyny wodne dla naszych dzieci w szkołach i przedszkolach. Orłowo
2020,GDYNIA,Ekologiczne kurtyny wodne dla naszych dzieci w szkołach i przedszkolach. Wzgórze Św. Maksymiliana
2020,GDYNIA,Ekologiczne kurtyny wodne dla naszych dzieci w szkołach i przedszkolach. Śródmieście
2020,GDYNIA,Ekologiczne kurtyny wodne dla naszych dzieci w szkołach i przedszkolach. Chylonia
2020,GDYNIA,Ekologiczne kurtyny wodne dla naszych dzieci w szkołach i przedszkolach. Cisowa
2020,GDYNIA,Dla mam karmiących- ekologiczna ławka do karmienia i przewijania maluszków z funkcjonalnym zadaszeniem. Cisowa
2020,GDYNIA,Zakup i montaż  tablic edukacyjnych zewnętrznych z ruchomymi elementami przy Al. Jana Pawła II  (Molo Południowe)
2020,GDYNIA,"Uporządkowanie terenu jezdni ul. Krzywej, wjazd od ul. Kartuskiej, teren za sklepem Rossmann, utworzenie  miejsc parkingowych dla osób z niepełnoprawnością oraz montaż dwóch lamp LED"
2020,GDYNIA,Naukowy Plac Zabaw na Wzgórzu
2020,GDYNIA,Lądowisko dla helikoptera Lotniczego Pogotowia Ratunkowego na boisku szkolnym Sp. przy ul. Rozewskiej
2020,GDYNIA,WYBIEG DLA PSÓW
2020,GDYNIA,"MISTRZOSTWA POGÓRZA W BIEGACH I NORDIC WALKING, LIGA PIŁKI NOŻNEJ, AKTYWNY PRZEDSZKOLAK, FITNESS,  TURNIEJE Z SIATKÓWKI I KOSZYKÓWKI, FESTYN RODZINNY, TURNIEJE JUDO I BOKSERSKI."
2020,GDYNIA,"TRZY WYDARZENIA SPORTOWE: RODZINNY FESTYN SPORTOWY, MISTRZOSTWA POGÓRZA W PIŁCE SIATKOWEJ, TURNIEJ JUDO."
2020,GDYNIA,Kaczkomat. Automat na karmę dla kaczek przy stawie na skwerze ks. J. Mowińskiego na Witominie.
2020,GDYNIA,"Mural dla Chyloni - Rewitalizacja budynku dawnej ""Baltony"" przy ul. Rozewskiej "
2020,GDYNIA,Ogólnodostępna Wiata Rowerowa na Obłużu Leśnym przy Przedszkolu nr  (ul. Unruga ) + rekompensata utraconej zieleni
2020,GDYNIA,Remont drogi przy ul. Powstania Śląskiego 
2020,GDYNIA,"PUCHAR POGÓRZA W KOSZYKÓWCE, PIŁCE NOŻNEJ I BOKSIE."
2020,GDYNIA,BUDOWA SIŁOWNI ZEWNĘTRZNEJ w obrębie lasu przy ul. Żeliwnej
2020,GDYNIA,Boisko z perspektywą
2020,GDYNIA,Schody na plażę przy polanie leśnej
2020,GDYNIA,"Skatepark betonowy dla dzieci i młodzieży jeżdżących na deskorolkach, hulajnogach, rolkach i bmxach, za nową szkołą XVII LO, przy ulicy Wiczlińskiej"
2020,GDYNIA,Duży naturalny wybieg dla psów w Redłowie przy ul. Cylkowskiego
2020,GDYNIA,PAJĘCZYNKA-LINARIUM-PIRAMIDA WSPINACZKOWA  w ramach CENTRUM REKREACYJNO – SPORTOWEGO „RYBAKI” ETAP II (etap I to nowe oblicze polany na Babich Dołach wykonane w ramach rewitalizacj
2020,GDYNIA,"Wiata przystankowa przy ul. Szczecińskiej przy przystanku ""Działki Leśne - Sztumska """
2020,GDYNIA,Przejście dla pieszych wraz z oznakowaniem sygnalizacji świetlnej przez budynkiem w Gdyni ul. Chwarznieńska /
2020,GDYNIA,Wyjazd ze szkoły SP  ul. Lotników
2020,GDYNIA,Park kieszonkowy pomiędzy ul. Zieloną a ul. Rybaków wzdłuż chodnika przy plebani.
2020,GDYNIA,Instalacja Aktywnego przejścia dla pieszych i wniesienie przejścia.
2020,GDYNIA,Leśna siłownia na Obłużu
2020,GDYNIA,"Latino, zajęcia ruchowo taneczne"
2020,GDYNIA,ZUMBA zajęcia taneczne
2020,GDYNIA,"Rewitalizacja parku dębowego Olkuska, dwie wiaty przeciwdeszczowe , szkółka posłuszeństwa dla psów z Ciapkowa i  wszystkich innych,  joga, zdrowy kręgosłup, zajęcia taneczne"
2020,GDYNIA,Próg zwalniający i   lampy na ul. Lukrecjowa  - Gdynia Dąbrowa
2020,GDYNIA,Rodzinny plac zabaw przy ulicy Kaspra Geskiego 
2020,GDYNIA,Budowa zatoki autobusowej przy ulicy Pułkownika Stanisława Dąbka w rejonie  skrzyżowaniu z ulicą Generała Władysława Sikorskiego
2020,GDYNIA,"Wiata na przystanku ""Mały kack strzelców""."
2020,GDYNIA,Ścieżka oraz schody i podjazd dla wózków łączące ul. Cylkowskiego z ul. Wiosny Ludów
2020,GDYNIA,Miejsce parkingowe dla osób z niepełnosprawnością ul. Słowicza przy granicy z działką OBI
2020,GDYNIA,Winda zewnętrzna w budynku przy ul. Podchorążych a w Gdyni
2020,GDYNIA,Skwer Kościuszki - Utworzenie dwóch równoległych przejść dla pieszych - jako połączenie ciągu spacerowego w linii prostej od ulicy Świętojańskiej do Pomnika Polski Morskiej.
2019,GDYNIA,"Zakup nowoczesnego, W petni wyposazonego ambulansu ratunkowego Z zabudowq medycznq, zgodnego Z wymogami Ministerstwa Zdrowia, dla Miejskiej Stacji Pogotowia Ratunkowego W Gdyni"
2019,GDYNIA,"Parki kieszonkowe W  dzielnicach: Dqbrowa, Grabówek, Wzgórze Swietego Maksymiliana, Chylonia, Pogórze, Dziatki Lesne, Leszczynki, Pustki Cisowskie, Wielki Kack"
2019,GDYNIA,"Ogrodzony wybieg dla psów, W poblizu schroniska dla zwierzgt Ciapkowo"" przy ulicach towicka - Olkuska W dzielnicy Maty Kack, dla psów Z catej Gdyni"
2019,GDYNIA,Kampania edukacyjna dot. segregacji odpadów oraz mieciomaty/recyklomaty - urzadzenia do zdawania odpadów aluminiowych i szkta Z wymianq na bilety/znizki Z uzyciem Karty Mieszkanca
2019,GDYNIA,"Gdynskie taki kwietne zlokalizowane w  dzielnicach: Dqbrowa, Sródmiescie, Karwiny, Obtuze, Cisowa, Chylonia, Wielki Kack, Pogórze oraz Ortowo"
2019,GDYNIA,Dostosowanie Estakady Kwiatkowskiego do ruchu rowerowego na odcinku Morska- Hutnicza
2019,GDYNIA,Mobilna stacja pomiarowa powietrza i obstugi interwencji zwiqzanych Z porzqdkiem publicznym (dron) oraz kampania informacyjna dot. zanieczyszczania powietrza
2019,GDYNIA,Organizacji pórkolonii letnich dla dzieci na terenie  szkót podstawowych W  dzielnicach Gdyni
2019,GDYNIA,"Ogrody deszczowe na petlach autobusowych/trolejbusowych (Chabrowa, Grabówek SKM, Obtuze Maciejewicza, Pogórze (ul. Czernickiego), Dqbrowa Mietowa, Karwiny Tesco, Ortowo SKM Klif)"
2019,GDYNIA,Transport i wsparcie dla seniorów (+) W dotarciu do miejsc uzytecznosci publicznej
2019,GDYNIA,Oznakowanie wejsé do Trójmiejskiego Parku Krajobrazowego utatwiajqce dostep i korzystanie Z terenów lesnych mieszkancom wielu gdynskich dzielnic
2019,GDYNIA,Szkolenia Z udzielania pierwszej pomocy dla dzieci klas III szkót podstawowych
2019,GDYNIA,"Estetyzacja Placu Kaszubskiego - nasadzenie drzew i roslin ozdobnych, mata architektura"
2019,GDYNIA,Galeria fotografii na scianach przejscia podziemnego SKM Wzgórze SW. Maksymiliana - skwer Plymouth
2019,GDYNIA,"Festiwal sztuki W przestrzeni publicznej - fymczasowa, przenosna galeria sztuki, instalacje i warsztaty W otwartej przestrzeni Kamiennej Góry"
2019,GDYNIA,Budowa wiaty grillowej na lesnej polanie (ul. Rybaków) i zorganizowanie przy niej festynu rodzinnego
2019,GDYNIA,Montaz dwóch defibrylatorów - przy parafii przy ul. Rybaków oraz W okolicy samolotu - pomnika przy ul. Ikara
2019,GDYNIA,"Nasadzenia kwiatów i innych kompozycji roslinnych przy ulicach Dedala, Ikara, Zielonej i Rybaków"
2019,GDYNIA,Modernizacja odcinka ulicy Ikara przy bloku nr 
2019,GDYNIA,"Zajecia sportowe (sksy, pilates, zumba, éwiczenia na swiezym powietrzu) i spotkania Z ekspertami Z zakresu zdrowia i aktywnosci fizycznej dla mieszkanców W kazdym wieku"
2019,GDYNIA,Projekty male
2019,GDYNIA,Urzqdenie zieleni miejskiej miedzy ul. Dedala  a korong klifu
2019,GDYNIA,Piknik rodzinny na lesnej polanie miedzy ul. Rybaków a klifem
2019,GDYNIA,Cykliczne zajecia Z samoobrony dla kobiet i dziewczqt
2019,GDYNIA,Posadowienie masztu Z flaga narodowa W okolicy pomnika ku czci
2019,GDYNIA,Projekty duze
2019,GDYNIA,Uzupelnienie chodnika wzdtuz ulicy Chwarznienskiej - bezpieczna droga do SP od strony Sokótki do przejscia przy przystanku Tezeusza
2019,GDYNIA,"Estetyzacja przestrzeni wzdtuz ul. Zaruskiego (osiedle Patio Rózy) - nasadzenia drzew i krzewów, instalacja wiaty autobusowej"
2019,GDYNIA,"Nasadzenie krzewów W celu wyeliminowania parkowania na skrzyzowaniu ul. Filipkowskiego , , "
2019,GDYNIA,Utozenie chodnika zgodnie Z trasami pieszymi mieszkariców dzielnicy ul. Okrezna
2019,GDYNIA,Modernizacja placu zabaw dla dzieci pomiedzy ulicami Amona i lzydy
2019,GDYNIA,Projekty male
2019,GDYNIA,"Piknik rodzinny Z grami i zabawami dla najmfodszych, wizytq Strazy Pozarnej oraz wymianq rzeczy"
2019,GDYNIA,Kino plenerowe dla dzieci i dorostych - projekcja czterech filmów w jeden weekend
2019,GDYNIA,Gimnastyka dla mieszkariców Chwarzna- Wiczlina
2019,GDYNIA,Zajecia zumba dla mieszkariców Chwarzna-Wiczlina
2019,GDYNIA,"Gry i zabawy Z mapa i kompasem dla mtodych, starszych i najstarszych W dzielnicy Chwarzno - Wiczlino"
2019,GDYNIA,Sprzqtnie dzielnicy - edycja jesienna
2019,GDYNIA,Sprzqtnie dzielnicy - edycja wiosenna
2019,GDYNIA,Dzielnicowe grillowanie na rozpoczecie sezonu letniego
2019,GDYNIA,Puchar W biegach dla dzieci i mtodziezy W dzielnicy Chwarzno- Wiczlino
2019,GDYNIA,Dzielnicowe grillowanie na zakonczenie sezonu letniego
2019,GDYNIA,Budowa boiska ze sztuczng nawierzchnig do pitki noznej przy SP
2019,GDYNIA,"Skatepark W parku Kilonskim (funbox Z grindboxem, grindbox, quater pipe, bank, jumpbox)"
2019,GDYNIA,Rozbiórka starego i utozenie nowego chodnika miedzy blokami przy ul. Chylonskiej - i ul. Chylonskiej 
2019,GDYNIA,Projekty male
2019,GDYNIA,Montaz defibrylatora na hali basenowej ptywalni przy ul. Gospodarskiej 
2019,GDYNIA,Przeprowadzenie warsztatów szkoleniowych na terenie dzielnicy Chylonia Z zakresu udzielania pierwszej pomocy przedmedycznej
2019,GDYNIA,Nocne mfodziezowe manewry ratownicze - éwiczenia Z pierwszej pomocy dla mtodziezy podczas symulacji wypadków Z udziatem profesjonalnych stuzb ratowniczych
2019,GDYNIA,"Warsztaty dla dzieci i rodziców (zumba i rytmika, warsztaty kreatywne, Z psychologiem, Z rozwoju osobistego) oraz festyn miedzypokoleniowy"
2019,GDYNIA,Dwie wycieczki jednodniowe oraz dwie wycieczki dwudniowe dla  seniorów Z Chyloni
2019,GDYNIA,"Wyktad, warsztaty oraz spektakl upamietniajace . rocznice wydarzen grudniowych  r."
2019,GDYNIA,Przedstawienia teatralne i teatrzyk kamishibai dla uczniów szkót podstawowych i dzieci W wieku przedszkolnym na Chyloni.
2019,GDYNIA,"Gry i zabawy Z mapa i kompasem dla mtodych, starszych i najstarszych W dzielnicy Chylonia"
2019,GDYNIA,Rodzinna gra terenowa na orientacje - Chylonia
2019,GDYNIA,"Park linowy i rowerowy, sitownia i festyn dla dzieci, wszystko przy SP , boisko przy Kcynskiej , przejscie przy Morskiej  oraz wycieczki dla seniorów i festyn W dzielnicy"
2019,GDYNIA,"Zagospodarowanie terenu Szkoty Podstawowej nr  w Gdyni przy ul. Chylonskiej  - patio, stoty do ping-ponga, kwietniki i donice, tawki"
2019,GDYNIA,Kino letnie W Cisowej
2019,GDYNIA,"Zorganizowane, darmowe wyjscia seniorów do placówek kultury (teatr, kino, koncerty)"
2019,GDYNIA,Wycieczki kulturalne i krajoznawcze jedno- i dwudniowe dla seniorów Z dzielnicy
2019,GDYNIA,Warsztaty kreatywnego przerabiania odziezy Z elementami nauki szycia
2019,GDYNIA,"Warsztaty poprawiajace pamiec, redukujace stres i relaksujqce dla seniorów Z dzielnicy"
2019,GDYNIA,Puchar W biegach dla dzieci i mtodziezy w dzielnicy Cisowa
2019,GDYNIA,Warsztaty kreatywne dla dzieci i wspierajace dla rodziców oraz festyn miedzypokoleniowy dla mieszkariców dzielnicy
2019,GDYNIA,Rodzinna gra terenowa na orientacje - Cisowa
2019,GDYNIA,Mistrzostwa dzielnicy W paintballu laserowym
2019,GDYNIA,"Ogród deszczowy przy petli ""SKM Cisowa"""
2019,GDYNIA,Instalacja miernika jakosci powietrza na budynku Szkoty Podstawowej nr  (Chylonska ) oraz podiaczenie miernika pod miejski system monitorowania powietrza
2019,GDYNIA,Cztery festyny rodzinne (sportowo-rozrywkowe) W okresie maj - sierpien W Cisowej
2019,GDYNIA, stolików szachowych przy placach zabaw W Cisowej
2019,GDYNIA,Montaz wiaty przystankowej W barwach klubu Arka Gdynia na przystanku Cisowa Granica Miasta  - kierunek Centrum
2019,GDYNIA,Park trampolin ziemnych przy skrzyzowaniu ul. Szafranowej Rdestowej
2019,GDYNIA,Rewitalizacja skweru Ks. Piotra Mazura
2019,GDYNIA,Wybieg dla psów Z torem agility przy ul. Rdestowej W okolicy skrzyzowania Z ul. Kameliowq
2019,GDYNIA,Sensoryczno-naukowo sciezka edukacyjna dla mieszkanców Gdyni na terenie wokót Szkoty Podstawowej nr  i Przedszkola nr 
2019,GDYNIA,"Podjazd dla osób Z niepernosprawnosciq przy Zespole Wczesnej Edukacji nr  w Gdyni, ul. Wiczlinska "
2019,GDYNIA,"Wymiana zarówek na ekologiczne oprawy LED W lampach ulicznych przy ul. Sojowej, Szafranowej Z przylegtymi, Sezamowej Z przylegtymi, Lukrecjowej Z przylegtymi i Skwerze ks. Mazura"
2019,GDYNIA,Oswietlenie chodnika pomiedzy Kosciotem a posesjami przy ul. Nagietkowej i Perzowej
2019,GDYNIA,Budowa chodnika przy ul. Perzowej
2019,GDYNIA,Progi zwalniajqce na ulicach: Lukrecjowej i Imbirowej oraz oznakowanie srodka jezdni u zbiegu obu ulic.
2019,GDYNIA,Plenerowy przewijak na placu zabaw przy skwerze Ks. Piotra Mazura
2019,GDYNIA,Projekty male
2019,GDYNIA,Kino letnie na Dabrowie - projekcje czterech filmów podczas trzech wieczorów
2019,GDYNIA,"Ustawienie znaku ostrzegawczego drogowego ""Uwaga jeze"" przy ul. Mietowej."
2019,GDYNIA,Jezyk wtoski i hiszpanski dla poczqtkujqcych
2019,GDYNIA,"Szkolenia dla mieszkariców Dqbrowy - pierwsza pomoc, samoobrona, taniec towarzyski"
2019,GDYNIA,"Sqsiedzki festyn integracyjny - wyprzedaz garazowa, wspólne sadzenie kwiatów i spotkania integracyjno-edukacyjne przy SP na Dabrowie"
2019,GDYNIA,Dwa spektakle teatralne (dla dzieci i dorostych) W przestrzeni miejskiej Dqbrowy
2019,GDYNIA,Robotyka na Dabrowie - cykl warsztatów dla dzieci W wieku - lat
2019,GDYNIA,Ustawienie lustra drogowego W okolicy szkoty nr 
2019,GDYNIA,Treningi nordic walking na Dqbrowie
2019,GDYNIA,Zwiedzanie Gdanska Z przewodnikiem przez uczniów szkót podstawowych na Dabrowie
2019,GDYNIA,Gry i zabawy ruchowe dla najmfodszych Z elementami nauki jezyków obcych W dzielnicy Dabrowa
2019,GDYNIA,Ustawienie lustra drogowego przy ul. Piotunowej
2019,GDYNIA,Rodzinna gra terenowa na orientacje - Dqbrowa
2019,GDYNIA,Projekty male
2019,GDYNIA,Cykliczne spacery i pikniki na tonie natury oraz warsztaty edukacyjne dla rodziców Z dziecmi
2019,GDYNIA,Cykliczne zajecia sportowe Strong by Zumba
2019,GDYNIA,Cykl warsztatów dotyczqcych zdrowego odzywiania dla wszystkich mieszkariców dzielnicy
