rok,miasto,nazwa
2020,Warszawa,Wyprawa do korzeni Warszawy dla uczniów warszawskich szkół
2020,Warszawa,Zielona ładowarka – smart ławka z panelem fotowoltaicznym w  dzielnicach Warszawy
2020,Warszawa,Bezpłatne warsztaty z Porozumienia Bez Przemocy 
2020,Warszawa,"Warszawa pamięta: Hanka Ordonówna - mural, plenerowa wystawa fotografii oraz koncert poświęcone Artystce"
2020,Warszawa,"Nowe chodniki, azyle dla pieszych i wiata przystankowa"
2020,Warszawa,"Bądźmy razem bezpieczni - kampania edukacyjna dla pieszych, rowerzystów i kierowców"
2020,Warszawa, worków na wodę dla warszawskich drzew we wszystkich dzielnicach Warszawy
2020,Warszawa,Rodzinne Kluby Przyrodnicze w całej Warszawie - natura miejscem przygód.
2020,Warszawa,Ukulele łagodzi obyczaje
2020,Warszawa,"Dobrowolne warsztaty, działania edukacyjne i animacyjne dotyczące aspektów zdrowia, dojrzewania i przeciwdziałania przemocy dla młodzieży i dorosłych"
2020,Warszawa,Stołeczny opiekun drzew + warszawska drzewna aplikacja WWW
2020,Warszawa,Przeciwdziałające samobójstwom tabliczki z numerami telefonów zaufania
2020,Warszawa,Wspierajmy się nawzajem! - Spotkania dla osób w żałobie
2020,Warszawa,Dzień bez torby - ograniczenie użycia jednorazowych toreb foliowych na targowiskach
2020,Warszawa,Zazieleniamy ulicę Radzymińską
2020,Warszawa,Less waste - warsztaty w szkołach jak mniej marnować i być eko!
2020,Warszawa,Hałasen - instalacja artystyczna przekuwająca hałas w ciekawe doświadczenie
2020,Warszawa,Plac Wileński - Nowe nasadzenia i ławki  
2020,Warszawa,"Jak dobrze mieć sąsiada - cykl imprez plenerowych w Wawrze, Wesołej, Targówku, Rembertowie i na Pradze Południe "
2020,Warszawa,"Bezpieczne parkowanie – zadaszone parkingi rowerowe w dzielnicach Ursynów, Mokotów, Praga-Południe, Praga-Północ, Bielany, Białołęka, Wawer"
2020,Warszawa,"Spektakl taneczno-muzyczny ""Hawaje w Warszawie"""
2020,Warszawa,Kurs pierwszej pomocy w szkołach i przedszkolach
2020,Warszawa,Pociąg do buli /warszawiacy graja w bule
2020,Warszawa,Toaleta publiczna z przewijakiem 
2020,Warszawa,Budowa zaległej infrastruktury dla rowerów
2020,Warszawa,Nowy park na Bemowie
2020,Warszawa,Klub Małego Pisarza – całoroczny cykl warsztatów pisarskich dla dzieci
2020,Warszawa,Park kieszonkowy przy skrzyżowaniu Powstańców Śląskich i Wrocławskiej
2020,Warszawa,"Zakup filmów, audiobooków oraz e-booków do Biblioteki Publicznej w Dzielnicy Bemowo"
2020,Warszawa,"Warsztaty dla dorosłych - majsterkowania, makijażu, szycia, eko-kosmetyków itp."
2020,Warszawa,Teatr Młodego Widza - +
2020,Warszawa,Tenis stołowy w sąsiedztwie Fortu Bema
2020,Warszawa,Boks dla kobiet – broń się!
2020,Warszawa,Ping-pong czyli od Grubby do Partyki pobieramy dobre nawyki c.d.n. - nauka gry w tenisa stołowego dla dzieci i młodzieży
2020,Warszawa,"Bezpłatne warsztaty na Bemowie dla dorosłych, młodzieży i dzieci, kino plenerowe, potańcówki, wymiany książek ..."
2020,Warszawa,Oświetlenie dwóch przejść dla pieszych (ul. Wrocławska) - bezpieczeństwo w drodze ze szkoły
2020,Warszawa,Cykl szkoleń informacyjnych dla nauczycieli oraz praktycznych warsztatów szkoleniowych dla rodziców na temat: Kontrola rodzicielska na mobilnych urządzeniach (smartfonach i tabletach)
2020,Warszawa,Stojaki na hulajnogi i rowery pod Szkołą Podstawową nr  (nowy budynek)
2020,Warszawa,Defibrylatory dla północnego Bemowa 
2020,Warszawa,Less waste - warsztaty dla dzieci jak mniej marnować i być eko!
2020,Warszawa,"Doposażenie bibliotek o nowości - książki o zdrowiu, leczeniu holistycznym, rozwoju osobistym, psychologiczne, biografie itp."
2020,Warszawa,Ratujmy bemowskie kasztanowce
2020,Warszawa,"Zielona ""Stara Górczewska"" - rewitalizacja pasów zieleni na odcinku ulicy Górczewska (stara)"
2020,Warszawa,"Bemowo dla kobiet - warsztaty, darmowe zajęcia i spotkania dla mieszkanek"
2020,Warszawa,“Spokojni Dorośli. Spokojne Dzieci” - Zajęcia mindfulness oraz warsztaty kompetencji komunikacyjnych dla rodziców i nauczycieli.
2020,Warszawa,PIERWSZA POMOC NA BEMOWIE - szkolenia + AED
2020,Warszawa,Bezpieczne przejście dla pieszych na Wrocławskiej - progi zwalniające
2020,Warszawa,Zielona Cisza - obcowanie z naturą w parku Górczewska
2020,Warszawa,Kino pod chmurką przy Hali OSiR
2020,Warszawa,"„Aktywna godzina – ruch dla każdego” – zajęcia sportowe dla wszystkich grup wiekowych, w tym seniorów"
2020,Warszawa,"Duże drzewa antysmogowe i ozdobne, a także kosze i ławki z zadaszeniem oraz naturalne elementy parkowe dla Bemowa"
2020,Warszawa,„Dzieciom na start!” - bezpłatne zajęcia z elementami integracji sensorycznej
2020,Warszawa,"Bezpłatne warsztaty dla osób dorosłych – joga, zumba, samoobrona, rośliny w
		słojach oraz w szkle, makijaż, majsterkowanie, szydełkowanie oraz robienie na
		drutach, decoupage, malowanie na odzieży."
2020,Warszawa,Cykl warsztatów pod hasłem „Wyluzuj Bemowo”
2020,Warszawa,WawaFit - bezpłatne zajęcia dla mieszkańców Warszawy 
2020,Warszawa,"(TUS) Trening Umiejętności Społecznych dla dzieci z zespołem Aspergera, Autyzmem i ADHD"
2020,Warszawa,Zero Waste Academy
2020,Warszawa,"Uspokojenie i uregulowanie ruchu drogowego na skrzyżowaniu ulic: Krasnodębskiego,Osmańczyka, Piastów Śląskich"
2020,Warszawa,Razem tańczymy
2020,Warszawa," drzew,  krzewów i  tys. bylin dla Bemowa"
2020,Warszawa,"Bezpieczne skrzyżowanie (ul. Sternicza – ul. Brygadzistów), Jelonki Południowe"
2020,Warszawa,Stałe punkty elektroodpadów na północnym Bemowie
2020,Warszawa,Butelkomat dla Bemowa
2020,Warszawa,"Plac zabaw u Jana Pawła (ul. Górczewska ) - modernizacja placu, wymiana oświetlenia i zagospodarowanie terenu zieleni"
2020,Warszawa,"Bezpłatne warsztaty dla dzieci: muzyczne, wokalne, instrumentalne, aktorsko-teatralne, DJ’skie dla dzieci"
2020,Warszawa,Oświetlenie chodnika i drogi dla rowerów wzdłuż Radiowej - od Himalajskiej do Ebro
2020,Warszawa,"Origami dla seniorów - usprawnianie motoryki małej i funkcji percepcyjnych (pamięci, koncentracji, myślenia przyczynowo-skutkowego) "
2020,Warszawa,"Szkoła w kuchni – kulinarne lekcje historii, matematyki i geografii. "
2020,Warszawa,Warsztaty kuchni wegańskiej
2020,Warszawa,Remont chodnika - wymiana nawierzchni z kostki na płyty wzdłuż Powstańców Śląskich - Piastów Śląskich i Maczka
2020,Warszawa,Bezpłatna wypożyczalnia zabawek i pomocy Montessori 
2020,Warszawa,"Chronimy ptaki, nietoperze i wiewiórki w parku leśnym na Bemowie – zawieszenie skrzynek lęgowych dla ptaków oraz dla wiewiórek i nietoperzy."
2020,Warszawa,Pielęgnacja zieleni wysokiej i niskiej na historycznym osiedlu Boernerowo - część II - nasadzenia
2020,Warszawa,"Jasna i bezpieczna ulica Nowodworska, Odkryta, Sprawna i Aluzyjna"
2020,Warszawa,Klub Małego Pisarza – całoroczny cykl warsztatów pisarskich dla dzieci
2020,Warszawa,Podpórki rowerowe przy przejazdach przez skrzyżowania
2020,Warszawa,Doświetlenie części ścieżki rowerowej przy szkole podstawowej nr  od ulicy Ostródzkiej
2020,Warszawa,Budowa boiska do siatkówki w parku Odkryta
2020,Warszawa,Podpórki rowerowe na skrzyżowaniach na Białołęce
2020,Warszawa,Zieleń zamiast betonu
2020,Warszawa,Białołęka Fotograficzna
2020,Warszawa,Nadążyć za nastolatkiem – cykl warsztatów dla rodziców nastolatków z klas - z Białołęki 
2020,Warszawa,Nowe chodniki na Kasztanowej i Uczniowskiej
2020,Warszawa,Zielony i bezpieczny park przy ul. Portowej
2020,Warszawa,Wygodne i bezpieczne wejście na wał wiślany od ul. Ku Rzece 
2020,Warszawa,Stop przedeptom (wydeptanym trawnikom) na Białołęce - budowa chodników w miejscach przedeptów
2020,Warszawa,"Latarnie LED: Milenijna, Brzeziny, Majorki, Długorzeczna, Lewandów"
2020,Warszawa,Wiaty i stojaki rowerowe oraz stacja napraw rowerowych w szkołach na Białołęce
2020,Warszawa,Chodnik na Hanki Ordonówny
2020,Warszawa,Opaska ledowa dla biegacza. Bądź widoczny biegając
2020,Warszawa,Spowalniacze ul. Hemara w okolicach przystanku Hemara-szkoła
2020,Warszawa,Budowa azylu na przejściu dla pieszych na ul. Światowida w rejonie wjazdu na myjnię
2020,Warszawa,"Dziecięce centrum rozwoju - Zielona Białołęka - bezpłatne zajęcia specjalistyczne dla naszych dzieci (logopedia, terapia pedagogiczna, psychologia, gimnastyka korekcyjna, diagnoza SI)"
2020,Warszawa,Wypożyczalnia gier planszowych na Białołęce
2020,Warszawa,Jasne boisko SP 
2020,Warszawa,"Jaśniej i bezpieczniej na Lewandowie, Skarbka z Gór, Berensona, Ostródzkiej, Mochtyńskiej, Kobiałce"
2020,Warszawa,Remont skateparku w Parku Magiczna
2020,Warszawa,"Budowa boiska wielofunkcyjnego na Żeraniu, przy ul. Kaczorowej "
2020,Warszawa,Oświetlenie placu zabaw przy ul. Brzezińskiej 
2020,Warszawa,Zorientowana Warszawa - stałe trasy do orientacji na Białołęce.
2020,Warszawa,Chodnik na Modlińskiej – remont
2020,Warszawa,Białołęka (szuka) dzika
2020,Warszawa,Budowa wybiegów dla psów: przy ul. Stefanika i ul. Świderskiej
2020,Warszawa,Remont chodnika przy ul. Berensona
2020,Warszawa,Białołęka walczy ze smogiem. Sadzimy rośliny zimozielone
2020,Warszawa,Ławki na przystanku Hemara-szkoła
2020,Warszawa,Mobilne miasteczko ruchu drogowego przy SP 
2020,Warszawa,Remont chodnika przy ul. Bohaterów oraz budowa chodnika przy ul. Zdziarskiej
2020,Warszawa,Remont chodnika przy ul. Mehoffera
2020,Warszawa,Remont boisk do siatkówki i koszykówki przy ul. Światowida
2020,Warszawa,Lekki Plecak w ośmiu szkołach na Białołęce
2020,Warszawa,"Bezpłatne zajęcia gimnastyczne ""Zdrowy kręgosłup"""
2020,Warszawa,Chodnik pomiędzy Galerią Północną a Urzędem Dzielnicy Białołęka
2020,Warszawa,Plaża Aluzyjna - rozwój
2020,Warszawa,Naprawa drewnianego placu zabaw w parku Magicznym
2020,Warszawa,Posadźmy drzewa i krzewy wzdłuż ul. Modlińskiej
2020,Warszawa,Wierzbowe altanki w Ogrodach Mehoffera - nasz skwer pięknieje
2020,Warszawa,Stumetrowy las - Cichy park wśród drzew i zieleni przy Osiedlu Klasyków. Baśniowa przestrzeń rekreacyjna dla dzieci i dorosłych
2020,Warszawa,"Widoczne, aktywne przejścia dla pieszych na Tarchominie, Wiśniewie, Żeraniu, Zielonej Białołęce"
2020,Warszawa,Drzewa dla Tarchomina
2020,Warszawa,Modernizacja i rozbudowa placów zabaw przy ul. Odkrytej i przy ul. Książkowej
2020,Warszawa,"Zielona Ceramiczna - zazieleniamy ulicę kwiatami, krzewami i drzewami"
2020,Warszawa,Stwórzmy zieloną aortę Białołęki
2020,Warszawa,Ulepszamy i doposażamy białołęckie place zabaw
2020,Warszawa,"Dbajmy o Krzyżówki, czyli tablice edukacyjne nad Kanałem Żerańskim"
2020,Warszawa,Czysty las - akcja edukacyjna.
2020,Warszawa,Kino w BOK Głębocka
2020,Warszawa,Stacja rowerowa przy ul. Kępa Tarchomińska/Aluzyjna
2020,Warszawa,Astronomiczny zegar miejski w parku Henrykowskim
2020,Warszawa,"Kwiaty dla Białołęki, aby Białołęka była jeszcze piękniejsza"
2020,Warszawa,Łąki kwietne - wzdłuż ul. Hemara od przystanku Hemara szkoła do mostku w ciągu ul. Hemara
2020,Warszawa,Więcej miejsca na chodniku przy Strumykowej
2020,Warszawa,Ptasie mieszkania - budki lęgowe dla ptaków
2020,Warszawa,Warsztaty krawieckie dla dorosłych - podstawy
2020,Warszawa,Pierwszy Park kieszonkowy na Białołęce
2020,Warszawa,"Budowa zadaszonej wiaty na hulajnogi i rowery przy szkole (obecnie podstawowej, od września liceum) ul. Ostródzka  - mniejsza ilość dzieci i młodzieży w autach i autobusach"
2020,Warszawa,Rowerowe P&R - parkuj i jedź!
2020,Warszawa,"Mniej plastiku na Białołęce - butelkomaty do plastiku''
		Kulturalny butelkomat
		Ciekawe spotkania z ciekawymi ludźmi - autorami książek, podróżnikami, reporterami, ilustratorami - w białołęckich bibliotekach
		 drzew dla Białołęki
		English book i german buch - czytamy w oryginale
		Bezpieczny Zaułek - doświetlenie przystanku Zaułek Szkoła 
		Remont boisk w parku Picassa
		Wspieramy ptaki i wiewiórki na Białołęce
		Poprawa bezpieczeństwa na ul. Myśliborskiej oraz wymiana oświetlenia na ul. Dorodnej
		Park na Brzezinach
		Białołęka - montaż wiat przystankowych
		Kino na leżakach
		Tężnia dla Choszczówki i Zielony Zaułek
		Wałuszewska-Bohaterów usprawnienie komunikacji pieszej w kierunku stacji kolejowej Warszawa Płudy
		Bezpłatne zajęcia rękodzielnicze dla dzieci i dorosłych
		Placyk Fleminga"" - zielony skwer z placem zabaw przy ulicy A. Fleminga, niedaleko Ratusza"
2020,Warszawa,Stacja naprawcza rowerów w rejonie mostu Skłodowskiej-Curie
2020,Warszawa,Bezpłatne konsultacje logopedyczne dla naszych dzieci
2020,Warszawa,Białołęcki Bazar Zabawek Używanych - dodatkowe atrakcje dla dzieci i młodzieży
2020,Warszawa,Remont ścieżki rowerowej wraz z chodnikiem na ul. Ćmielowskiej i ul. Świderskiej
2020,Warszawa,Miasteczko ruchu drogowego - zielone zadaszenie ławek
2020,Warszawa,Słoneczny chodnik
2020,Warszawa,Chodnikiem do zdroju oligoceńskiego przy ul. Mehoffera
2020,Warszawa,"Pieniążki na filmy i książki - wspieramy białołęckie biblioteki: Antalla, Berensona, Pancera, Wałuszewska, Van Gogha"
2020,Warszawa,"Warsztaty komiksowo - rysunkowe ""Zrób i wydaj z nami swój Komiks"""
2020,Warszawa,Modernizacja dojścia na wał wiślany od  ul. Grzymalitów 
2020,Warszawa,Leśne parki edukacji ekologicznej na Białołęce - zielone enklawy wśród betonu
2020,Warszawa,Antysmogowa łąka kwietna wzdłuż Światowida
2020,Warszawa,Oświetlenie ul. Pasłęckiej (odc.: Strumykowa - H.Ordonówny)
2020,Warszawa, krzewów na Tarchominie
2020,Warszawa,Pumptrack na Białołęce!
2020,Warszawa,"Rozumiem dziecko, rozumiem rodziców"
2020,Warszawa,Budowa i remont chodników wzdłuż Płochocińskiej
2020,Warszawa,"Jaśniej i bezpieczniej na Portowej, Dorodnej, Kowalczyka, Krzyżówki, Kasztanowej, Leszczynowej, Laurowej, Piechockiej, Familijnej, Płużnickiej, Przaśnej, Ekspresowej, Wartkiej, Żubowieckiej i Hucznej"
2020,Warszawa,Ratujmy wiewiórki
2020,Warszawa,Stayin alive! - AED w Białołęckich szkołach!
2020,Warszawa,Białołęka kwitnąca - kwiaty i krzewy w przestrzeni publicznej dzielnicy
2020,Warszawa,Tablice edukacyjne i plenerowa siłownia SP  i Białołęcki Ośrodek Sportu
2020,Warszawa,Montaż punktowych elementów świetlnych (kocich oczek) na Wale Rajszewskim
2020,Warszawa,Teren rekreacyjno-sportowy przy ul. Pawła Włodkowica
2020,Warszawa,Skwer brama lasu - ul. Milenijna
2020,Warszawa,Białołęckie place zabaw przyjazne dla dzieci z niepełnosprawnościami
2020,Warszawa,"Świąteczna iluminacja w Parku Henrykowskim, z wioską św. Mikołaja, jarmarkiem bożonarodzeniowym, animacjami i koncertami kolęd "
2020,Warszawa,Wieża lęgowa dla jaskółek oknówek. Walczmy z komarami w naszej dzielnicy
2020,Warszawa,Łąka kwietna na Aluzyjnej wraz z dojściem do wału
2020,Warszawa,Ścieżka edukacyjna śladami św. Jana Pawła II oraz Prymasa Tysiąclecia
2020,Warszawa,Jak okiełznać narzędzia? Zajęcia techniczne dla dzieci na Bielanach
2020,Warszawa,Obserwatorium nieba na Bielanach
2020,Warszawa,Książki dużą czcionką dla seniorów i nie tylko…w Bibliotece.
2020,Warszawa,Less waste - warsztaty dla dzieci jak mniej marnować i być eko!
2020,Warszawa,Dronowa Szkoła Latania Sportowego dla dzieci na Bielanach
2020,Warszawa,Kompostownik społeczny na Piaskach
2020,Warszawa,Więcej drzew i krzewów dla Bielan
2020,Warszawa,Zobacz i usłysz głos- zajęcia dla dzieci z zaburzeniami rozwoju organizowane przez PPP
2020,Warszawa,Poidełko parkowe dla wszystkich z dodatkową miską dla zwierząt w Lesie Młociny.
2020,Warszawa,Ocalmy Aleję Lip w Parku Młocińskim.
2020,Warszawa,Klub gier planszowych dla dzieci na Bielanach
2020,Warszawa,Tańczymy na Młocinach - nauka tańca towarzyskiego
2020,Warszawa,Park kieszonkowy na tyłach przystanku Aspekt
2020,Warszawa,Zaparkuj swój rower
2020,Warszawa,Montaż biblioboxa przy Bibliotece 
2020,Warszawa,Ścieżka zdrowia z urządzeniami do kalisteniki (street workout) w bielańskiej części Lasu Bemowskiego.
2020,Warszawa,Audiobooki w placówkach bibliotecznych.
2020,Warszawa,Bielańscy ojcowie rozwijają się
2020,Warszawa,"Drugie życie hydroforni - utworzenie garażu dla rowerów i odnowienie przestrzeni wokół (nowe drzewa, krzewy i ławki)"
2020,Warszawa,Czyste Stawy Brustmana - czysta woda w stawach na Wawrzyszewie
2020,Warszawa,Bezpieczne dzieci na placu zabaw w Parku Olszyna
2020,Warszawa,Klub książki i filmu w Szkole Podstawowej nr 
2020,Warszawa,Mini Rewitalizacja Stawów Brustmana
2020,Warszawa,"Bądź Kreatywny - bezpłatne warsztaty plastyczno-rękodzielnicze 
		w Bibliotece na Rudzkiej"
2020,Warszawa,Sąsiedzkie  eko festyny - edukacja/integracja 
2020,Warszawa,"Bądź zdrowa, piękna i bądź sobą - zajęcia, spotkania i warsztaty"
2020,Warszawa,Klub gier wszelakich
2020,Warszawa,Świat eksperymentów dla dzieci.
2020,Warszawa,Deszczowy Ogród na Estrady
2020,Warszawa,Osiedlowy Las na Wrzecionie 
2020,Warszawa,Zabierz woreczki na psie wycieczki - kampania informacyjna dotycząca sprzątania po psach
2020,Warszawa,Zielone Młociny - Posadźmy drzewa i krzewy na terenie węzła komunikacyjnego Młociny
2020,Warszawa,"Nowa, oświetlona wiata na przystanku Park Młociński "
2020,Warszawa,Bezpieczne Bielany-oświetlenie alejki podwórkowej na Starych Bielanach
2020,Warszawa,Spacerowo. Uzupełnienie ciągu komunikacyjnego dla pieszych przy ul. Wólczyńskiej
2020,Warszawa,Nauka tańca hawajskiego  na Bielanach
2020,Warszawa,"Rozwiązania #ZEROWASTE dla Bielan - jadłodzielnia, zniczodzielnia, bank czasu, program ""złota rączka dla seniora"" oraz warsztaty dla mieszkańców"
2020,Warszawa,Szach -Mat - nauka gry w szachy w Szkole Podstawowej nr 
2020,Warszawa,"Doświetlenie przejść dla pieszych na ulicach: Wolumen, Wergiliusza, Przybyszewskiego, Bogusławskiego, Kwitnącej, Wrzeciono, Kochanowskiego, Staffa i Balcerzaka"
2020,Warszawa,Plenerowa strefa gier i zabaw u Zaruskiego
2020,Warszawa,Zdrowi i wysportowani - zajęcia sportowe w Szkole Podstawowej nr 
2020,Warszawa,Krzewy wzdłuż alei Reymonta
2020,Warszawa,Strefa sportu na Starych Bielanach – siłownia plenerowa do ćwiczeń street workout
2020,Warszawa,"Młodzi informatycy na start! Zajęcia informatyczne z elementami programowania, grafiki i animacji komputerowej w SP "
2020,Warszawa,"Motorykę ćwiczyć chcę, więc pobawmy razem się"
2020,Warszawa,Mural na ścianach budynków przy Szegedyńskiej a
2020,Warszawa,Wiaty- zacienione miejsce odpoczynku
2020,Warszawa,Dodatkowe oznakowanie przejść dla pieszych na ulicy Żeromskiego
2020,Warszawa,Modernizacja placu zabaw
2020,Warszawa,Impreza kulturalna z targiem śniadaniowym
2020,Warszawa,Zielona Marymoncka
2020,Warszawa,Ptasia Pętla Mostu Północnego
2020,Warszawa,Stanowisko Kiss&Ride przy Szkole Podstawowej na Conrada
2020,Warszawa,"Nowe ławki, kosze na śmieci i rośliny na ulicy Sokratesa"
2020,Warszawa,Owocowe Bielany- Owocowe Sady Bielańskie
2020,Warszawa,Bezpieczny chodnik wzdłuż ul. Pułkowej
2020,Warszawa,Pofilozofujmy - zajęcia z filozofii w Szkole Podstawowej nr 
2020,Warszawa,Nasze bezpieczeństwo – pierwsza pomoc
2020,Warszawa,"Park kieszonkowy - nowe drzewa, krzewy i kwiaty przy zespole przystankowym i pętli Piaski"
2020,Warszawa,"Joga z relaksacją, joga zdrowy kręgosłup i qigong na Bielanach "
2020,Warszawa,Intensywny kurs języka migowego
2020,Warszawa,Kącik Małego czytelnika w Mediatece Start-Meta
2020,Warszawa,Polonez - ponadczasowe piękno tańca i muzyki
2020,Warszawa,Razem dla Lasu Bielańskiego - wspólnie sprzątamy las.
2020,Warszawa,"Koło Kulinarne ""Jem zdrowo"". Warsztaty gotowania dla dzieci na Bielanach"
2020,Warszawa, stojaków na rowery dla Bielan
2020,Warszawa,Graj i tańcz! Treningi piłkarskie i nauka tańca - spełnienie marzeń dzieci
2020,Warszawa,"Robotyka, matematyka i programowanie dla bielańskich dzieci"
2020,Warszawa,Poprawa bezpieczeństwa na przejściach dla pieszych
2020,Warszawa,Powstańcze śpiewanie przy muralu na Starych Bielanach
2020,Warszawa,Fun Run przygoda z mapą – impreza rekreacyjna w Parku Młocińskim
2020,Warszawa,Literackie wieczory - spotkania z pisarzami w Bibliotece przy Petofiego .
2020,Warszawa,Wygodna droga do Parku Młocińskiego - remont ul. Papirusów 
2020,Warszawa,Krzewy na Sokratesa - Zielona Sokratesa
2020,Warszawa,Hopsa sa przedszkolakiem będę Ja
2020,Warszawa,Dobry start - lepsza przyszłość. Zajęcia sportowo - wychowawcze uczące dzieci jak aktywnie i bezpiecznie spędzać wolny czas.
2020,Warszawa,Darmowe zajęcia Zumba Fitness dla mieszkańców Warszawy i okolic
2020,Warszawa,"Doświetlenie przejść dla pieszych na Bielanach - Wrzeciono, Lindego, Szubińska, Dorycka, Szegedyńska, Balcerzaka."
2020,Warszawa, miejsc parkingowych na ul. Romaszewskiego
2020,Warszawa,Zajęcia łucznictwa intuicyjnego
2020,Warszawa,Boisko do gry w piłkę nożną na Radiowie
2020,Warszawa,Teatrzyki dla dzieci w Bibliotece na Reymonta 
2020,Warszawa,"Bielańska Strefa Rozwoju Kobiet - warsztaty, spotkania, szkolenia"
2020,Warszawa,"Nowoczesna historia sztuki - recykling, zabawa, kreatywność"
2020,Warszawa,Stworzenie łąki kwietnej
2020,Warszawa,Zorientowana Warszawa - stałe trasy do orientacji na Bielanach.
2020,Warszawa,Przedszkolakiem jestem Ja i o zdrowie swoje dbam
2020,Warszawa,Nauka gry w szachy
2020,Warszawa,Nie bój się reagować!- profesjonalne szkolenia z udzielania pierwszej pomocy dla dorosłych 
2020,Warszawa,Bielany na Orbicie - spotkania z kosmosem dla młodzieży i dorosłych
2020,Warszawa,Nowości dla Biblioteki
2020,Warszawa,Zielono Mi - nasadzenia zieleni przy ul. Jarzębskiego i ul. Magiera
2020,Warszawa,Zielona Ławka dla Wrzeciona 
2020,Warszawa,Nowe życie hydroforni oraz nasadzenie drzew owocowych
2020,Warszawa,Bezpłatne kino na Bielanach
2020,Warszawa,"Kulodromowe łamigłówki, czyli programowanie bez prądu. Rozwijające inteligencję przestrzenną i logiczno-matematyczną zajęcia pozalekcyjne dla bielańskich dzieci"
2020,Warszawa,Skatepark na Wólce Węglowej
2020,Warszawa,W kwiatów powodzi - Łąki na Bielanach
2020,Warszawa,Świetliczkowo. Zajęcia rozwijające dla dzieci na Bielanach
2020,Warszawa,Wymiana nawierzchni i doposażenie placu zabaw
2020,Warszawa,Piękna Zieleń na rogu Skalbmierskiej i Grodeckiego
2020,Warszawa,"Zielony projekt dla Bielan - nowe nasadzenia drzew, krzewów, bylin i kwiatów cebulowych oraz wykonanie ekspertyz stanu zdrowotnego dorosłych drzew"
2020,Warszawa,Tajemniczy ogród na Wrzecionie w SP
2020,Warszawa,Zaprogramuj swoją przyszłość. Nauka programowania w SP
2020,Warszawa,"Gdybym miał gitarę, to bym na niej grał"
2020,Warszawa,"Estetyka, wygoda i odpoczynek przy Magiera "
2020,Warszawa,Warszawa da się lubić - warsztaty dla młodzieży w Bibliotece
2020,Warszawa,Uporządkowanie i przebudowa drogi wzdłuż bazaru przy ul. Broniewskiego
2020,Warszawa,Gry i filmy dla Mediateki Start-Meta
2020,Warszawa,Programowanie od przedszkola do seniora na Bielanach
2020,Warszawa,Solarne wiaty przystankowe z podświetlanym rozkładem
2020,Warszawa,Akademia Młodych Informatyków - zajęcia w Szkole Podstawowej nr 
2020,Warszawa,Razem Lepiej - zajęcia rozwijające umiejętności społeczne dla dzieci w wieku - lat
2020,Warszawa,Na ratunek ptakom. Pomóż zapobiegać śmiertelnym kolizjom ze szklanymi wiatami przystanków
2020,Warszawa,Naturalny plac zabaw przy ul. Lekkiej dla mieszkańców w każdym wieku
2020,Warszawa,Rysunek dla każdego- warsztaty w bibliotece
2020,Warszawa,Nowe mostki na Wawrzyszewie
2020,Warszawa,Trzepak Plus Eko! - budowa ekologicznego placu zabaw na podwórku przy ul. Kasprowicza  i Podczaszyńskiego 
2020,Warszawa,Nowoczesne boiska przy SP
2020,Warszawa,Imprezy i pikniki sąsiedzkie na Wawrzyszewie
2020,Warszawa,"Stop smog! - Drzewa, krzewy i kwiaty dla ul. Pułkowej"
2020,Warszawa,Rewitalizacja boiska do piłki nożnej przy SP ul. Wrzeciono 
2020,Warszawa,"Widowisko taneczno-muzyczne ""Hawaje na Bielanach"""
2020,Warszawa,Centrum wspierania rozwoju w SP nr  – Program wsparcia specjalistycznego dla dzieci i ich rodziców zamieszkałych na terenie Dzielnicy Bielany
2020,Warszawa,Nauka programowania robotów
2020,Warszawa,Pasieka w Domu Dziecka nr  'Nasz Dom' im. Maryny Falskiej
2020,Warszawa,Iluminacje świąteczne na Starych Bielanach
2020,Warszawa,Razem dla lasku Bielańskiego - nowe duże tablice informacyjne na polanie przy wiatach
2020,Warszawa,Szkoła przyszłości już dziś!
2020,Warszawa,Fitness dla dorosłych i seniorów na Estrady
2020,Warszawa,Taniec sposobem na życie i relaks- zajęcia dla osób +
2020,Warszawa, Szachowa sfera dla ucznia i nauczyciela w SP 
2020,Warszawa,Skatepark i Pumptrack Sadyba
2020,Warszawa,Zazieleniamy Mokotów –  krzewów
2020,Warszawa,Budowa i remont chodników na ul. Suwak
2020,Warszawa,Park antysmogowy przy Instytucie Fizyki
2020,Warszawa,Razem się opłaca
2020,Warszawa,Wsparcie w odrabianiu lekcji dla dzieci z klas  - 
2020,Warszawa,Bezpieczna ul. Płyćwiańska
2020,Warszawa,Pedagog ulicy
2020,Warszawa,"Biblioteka z ogrodem zamiast betonu, otwarta w weekendy, rozkWita na Tynieckiej - bezpłatne koncerty, filmy, nowości wydawnicze, warsztaty, kawa, hamaki i źródełko wśród kwiatów"
2020,Warszawa,Współpraca się opłaca
2020,Warszawa,"Szkoła w kuchni – kulinarne lekcje historii, matematyki i geografii. "
2020,Warszawa,"Kulodromowe łamigłówki, czyli programowanie bez prądu. Rozwijające inteligencję przestrzenną i logiczno-matematyczną zajęcia pozalekcyjne dla dzieci"
2020,Warszawa,Ratujemy staw przy Dolnej 
2020,Warszawa,Skatepark w Parku Dygata
2020,Warszawa,Zielony Skwer Konduktorska
2020,Warszawa,Woronicza  - remont podwórza ul.Bukietowa  i Modzelewskiego 
2020,Warszawa,Zielona ul. Kujawska
